rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/explained_variance,train/clip_range,train/loss,train/clip_fraction,train/approx_kl,train/n_updates,train/learning_rate
14.04,0.27930000000000005,19828736,1,10,187,-0.02227557363221422,2.3261530697345734,-2.2306575775146484,-0.05941188335418701,0.2,0.7707995176315308,0.094287109375,0.010183759,96810,0.0003
9.17,1.1158000000000001,19830784,1,10,187,-0.036882344912737605,1.3005136251449585,-3.101973557472229,0.14186334609985352,0.2,0.3649442195892334,0.16240234375,0.01747112,96820,0.0003
8.65,-0.5765,19832832,1,11,185,-0.03628417868167162,0.9347125202417373,-2.4212280213832855,0.1377260684967041,0.2,0.2661762833595276,0.143408203125,0.025368538,96830,0.0003
7.73,-0.6035,19834880,1,11,185,-0.020693709363695235,2.2381739586591722,-2.4057559847831724,0.08153057098388672,0.2,0.9642458558082581,0.10732421875,0.014744502,96840,0.0003
12.17,0.5787000000000001,19836928,1,11,185,-0.031213313899934293,2.0644470304250717,-2.3035449385643005,0.30254530906677246,0.2,0.8888973593711853,0.1537109375,0.019644087,96850,0.0003
9.7,0.8678999999999999,19838976,1,11,185,-0.034628502966370434,1.4034580767154694,-3.028083693981171,0.10597002506256104,0.2,0.47454631328582764,0.171923828125,0.022528958,96860,0.0003
10.96,0.3043,19841024,1,11,183,-0.035594907065387815,1.460992333292961,-2.5942157208919525,0.11835169792175293,0.2,0.5199862718582153,0.1431640625,0.019459587,96870,0.0003
10.03,0.8105,19843072,1,11,184,-0.03558782767504454,1.3917804211378098,-2.9176422476768495,0.18686020374298096,0.2,0.5004434585571289,0.1578125,0.017945483,96880,0.0003
10.39,1.0825,19845120,1,11,185,-0.033647989516612145,0.9841192230582237,-2.5822675704956053,0.2134993076324463,0.2,0.29379400610923767,0.1498046875,0.020110546,96890,0.0003
12.2,0.8833,19847168,1,10,186,-0.03134048494976014,1.1101660773158073,-2.5544819593429566,0.1432713270187378,0.2,0.3660259544849396,0.150341796875,0.016775843,96900,0.0003
8.44,0.0544000000000001,19849216,1,11,185,-0.037561198533512655,1.1166089981794358,-3.031795072555542,0.24400246143341064,0.2,0.29533591866493225,0.17919921875,0.019560248,96910,0.0003
10.7,0.7159000000000002,19851264,1,10,186,-0.026102838490623982,1.7099187135696412,-2.3800096929073336,0.15197807550430298,0.2,0.5782086849212646,0.12060546875,0.019375723,96920,0.0003
10.37,1.3422,19853312,1,11,185,-0.03211844543693587,1.343040880560875,-2.841614234447479,0.2309827208518982,0.2,0.4431012272834778,0.117919921875,0.019764543,96930,0.0003
8.36,0.7263000000000001,19855360,1,11,185,-0.03535835456568748,1.2039776206016541,-2.848375880718231,0.11313855648040771,0.2,0.34812799096107483,0.161669921875,0.026525607,96940,0.0003
11.96,1.0751,19857408,1,10,186,-0.03138810221571475,1.6340393513441085,-2.5696644484996796,0.11023694276809692,0.2,0.4950929582118988,0.12255859375,0.013847047,96950,0.0003
8.6,-0.43879999999999997,19859456,1,10,186,-0.03767322623170912,1.2632942885160445,-2.9514463245868683,0.2626715898513794,0.2,0.34170961380004883,0.17841796875,0.021348348,96960,0.0003
7.57,0.9725999999999999,19861504,1,6,327,-0.027569186082109808,2.049663117527962,-2.45634046792984,-0.02378857135772705,0.2,0.7966076731681824,0.135546875,0.016856082,96970,0.0003
7.45,1.1460000000000001,19863552,1,6,327,-0.030000787472818046,0.4956882126629353,-2.4649753749370573,-0.07891058921813965,0.2,0.024523496627807617,0.137646484375,0.018934727,96980,0.0003
7.94,0.9372999999999998,19865600,1,6,326,-0.03349725864827633,0.41705282106995584,-2.4806486666202545,0.040728747844696045,0.2,0.02591046690940857,0.179736328125,0.021998707,96990,0.0003
12.41,-1.1149999999999998,19867648,1,10,190,-0.03241081287851557,0.46696998476982116,-2.49274827837944,0.21627748012542725,0.2,0.018012523651123047,0.17724609375,0.02003479,97000,0.0003
13.16,-1.1650999999999998,19869696,1,11,174,-0.020907815278042106,2.266823282837868,-3.1248460710048676,0.02532273530960083,0.2,0.730545699596405,0.0619140625,0.015339626,97010,0.0003
14.85,-0.8639,19871744,1,10,188,-0.03584871224593371,2.017471727728844,-3.1076309025287627,0.18497538566589355,0.2,0.7678744792938232,0.15595703125,0.022048887,97020,0.0003
12.48,-1.0785999999999998,19873792,1,10,188,-0.03456340099219233,1.7760749816894532,-3.2380135536193846,0.21250730752944946,0.2,0.5802953243255615,0.145947265625,0.019316766,97030,0.0003
13.79,-0.8584,19875840,1,10,190,-0.03446244539227337,2.1209922611713408,-3.142525482177734,0.14312845468521118,0.2,0.7278306484222412,0.145068359375,0.02116514,97040,0.0003
14.47,-0.8260999999999998,19877888,1,10,187,-0.03461824853438884,1.6202805757522583,-3.182075184583664,0.2878502607345581,0.2,0.5184063911437988,0.13134765625,0.017862141,97050,0.0003
14.25,-0.7083000000000003,19879936,1,10,188,-0.03307913448661566,2.0384359419345857,-3.121599590778351,0.11781924962997437,0.2,0.8229905366897583,0.1279296875,0.019776676,97060,0.0003
14.96,-1.0035999999999998,19881984,1,10,188,-0.039791683596558866,1.6320956528186799,-3.1959785997867582,0.24158543348312378,0.2,0.5255699753761292,0.1927734375,0.021289993,97070,0.0003
14.9,-0.7053999999999999,19884032,1,10,187,-0.03682793334592134,1.70483096241951,-3.2017517924308776,0.13957804441452026,0.2,0.583505392074585,0.167138671875,0.019231316,97080,0.0003
11.84,-0.9212,19886080,1,10,188,-0.041598152741789816,2.0552014380693437,-3.261432421207428,0.15932565927505493,0.2,0.7387785911560059,0.199951171875,0.028286662,97090,0.0003
13.22,0.3371,19888128,1,10,187,-0.03438873689156026,1.96070916056633,-3.0635203421115875,0.18685275316238403,0.2,0.7762162089347839,0.149169921875,0.020623913,97100,0.0003
12.4,0.7465000000000002,19890176,1,10,186,-0.03054562957258895,1.7332980424165725,-2.8092716336250305,-0.000491023063659668,0.2,0.6326283812522888,0.132568359375,0.02170237,97110,0.0003
12.11,0.4649000000000001,19892224,1,10,186,-0.037016543676145375,1.5050026208162308,-2.83231942653656,0.1453627347946167,0.2,0.5171744227409363,0.165673828125,0.020267244,97120,0.0003
13.19,1.0053,19894272,1,10,187,-0.04058019039221108,1.5282022923231124,-3.0342873692512513,0.22171086072921753,0.2,0.5916505455970764,0.162109375,0.020959904,97130,0.0003
8.36,-0.08029999999999998,19896320,1,11,184,-0.038809670053888114,1.4113324403762817,-3.017613923549652,0.17531907558441162,0.2,0.47212520241737366,0.190576171875,0.02104143,97140,0.0003
13.53,0.9535999999999999,19898368,1,10,187,-0.028043870371766387,1.931702309846878,-2.428114968538284,0.02080613374710083,0.2,0.8050013780593872,0.15234375,0.023409886,97150,0.0003
10.5,1.0275,19900416,1,10,187,-0.02911464488133788,1.4897912979125976,-3.098273664712906,0.231875479221344,0.2,0.4833301901817322,0.102392578125,0.018017668,97160,0.0003
12.38,0.9381999999999999,19902464,1,11,185,-0.03649351259227842,1.264929261803627,-2.7035972595214846,0.23110181093215942,0.2,0.37963777780532837,0.152099609375,0.01971898,97170,0.0003
12.0,1.1527,19904512,1,11,185,-0.03444200969533995,1.3519218921661378,-2.9669755399227142,0.33157187700271606,0.2,0.41289788484573364,0.15966796875,0.021512263,97180,0.0003
9.42,-0.43449999999999994,19906560,1,11,184,-0.03474356629885733,1.4596640557050704,-2.746042788028717,0.11268502473831177,0.2,0.579089879989624,0.177783203125,0.023078544,97190,0.0003
12.27,0.7676,19908608,1,10,187,-0.026884683268144728,1.9138325929641724,-2.588075029850006,0.0678291916847229,0.2,0.666336715221405,0.156640625,0.023564963,97200,0.0003
9.17,0.1325,19910656,1,11,184,-0.028690743015613408,1.408515790104866,-2.7614930748939512,0.18504488468170166,0.2,0.39190635085105896,0.12919921875,0.017777288,97210,0.0003
13.96,-0.32620000000000005,19912704,1,10,187,-0.025354351964779198,1.8558504790067674,-2.4028018593788145,0.07927757501602173,0.2,0.8134409189224243,0.089013671875,0.014711029,97220,0.0003
12.85,0.9197000000000002,19914752,1,11,184,-0.03767520827241242,1.762756109237671,-3.0642887711524964,0.2140294909477234,0.2,0.616388201713562,0.17548828125,0.021477923,97230,0.0003
13.86,1.0671,19916800,1,10,187,-0.03315014952095226,1.5108391612768173,-3.053611522912979,0.23037153482437134,0.2,0.5064657926559448,0.131298828125,0.017900761,97240,0.0003
