time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,train/clip_fraction,train/learning_rate,train/explained_variance,train/n_updates,train/approx_kl,train/value_loss,train/loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss
5,43008,-0.2872000000000001,1,341,26.61,0.07978515625,0.0003,-0.0706404447555542,200,0.011187583,0.18398079788312316,-0.26716259121894836,0.2,-4.454456806182861,-0.036981474771164355
6,45056,-0.46799999999999997,1,337,26.65,0.070361328125,0.0003,0.048535943031311035,210,0.010863286,0.21205167267471553,-0.25108838081359863,0.2,-4.468706738948822,-0.03291384545736946
6,47104,-0.5300000000000001,1,319,26.5,0.089794921875,0.0003,-0.21183550357818604,220,0.011986783,0.2372357277199626,-0.23756049573421478,0.2,-4.436147737503052,-0.03514233352616429
6,49152,-0.32480000000000003,1,336,25.49,0.09599609375,0.0003,0.022960126399993896,230,0.013321689,0.18122809957712888,-0.25938987731933594,0.2,-4.441405665874481,-0.03756161700002849
6,51200,-0.4174,1,337,25.87,0.09345703125,0.0003,0.0178375244140625,240,0.013613524,0.1954902084544301,-0.24619416892528534,0.2,-4.44953715801239,-0.037076560547575355
6,53248,-0.5028000000000001,1,307,26.39,0.077880859375,0.0003,0.04943817853927612,250,0.011804545,0.1881847709417343,-0.24614264070987701,0.2,-4.428625071048737,-0.0351978425285779
6,55296,-0.4440000000000001,1,339,26.2,0.086328125,0.0003,-0.11384224891662598,260,0.011800662,0.20668780170381068,-0.26071953773498535,0.2,-4.404519438743591,-0.03577804514206946
6,57344,-0.38280000000000003,1,337,26.14,0.07919921875,0.0003,0.05369234085083008,270,0.011895195,0.17811307385563852,-0.2479342520236969,0.2,-4.392794835567474,-0.03817092279205099
6,59392,-0.47159999999999996,1,339,26.58,0.117724609375,0.0003,-0.03512978553771973,280,0.012763841,0.19543443340808153,-0.25005918741226196,0.2,-4.373425436019898,-0.03874286626232788
6,61440,-0.659,1,338,25.95,0.05166015625,0.0003,-0.11721718311309814,290,0.010316764,0.192169376835227,-0.25906217098236084,0.2,-4.373958170413971,-0.032416513003408906
6,63488,-0.5248,1,338,25.24,0.064208984375,0.0003,-0.04692256450653076,300,0.011462475,0.21082288455218076,-0.24023814499378204,0.2,-4.398256170749664,-0.031101108121220022
6,65536,-0.5554000000000001,1,335,26.02,0.078125,0.0003,-0.2249070405960083,310,0.012739173,0.23830168843269348,-0.23969164490699768,0.2,-4.41179758310318,-0.03518679689150304
5,67584,-0.5094,1,342,25.72,0.103759765625,0.0003,-0.12780070304870605,320,0.013921194,0.2200748624280095,-0.24049389362335205,0.2,-4.373967123031616,-0.038786892453208564
6,69632,-0.4549999999999999,1,337,25.75,0.090771484375,0.0003,-0.05634427070617676,330,0.0131911095,0.21646100897341966,-0.24267303943634033,0.2,-4.384300410747528,-0.03774304874241352
6,71680,-0.368,1,320,26.4,0.10439453125,0.0003,0.060896873474121094,340,0.013264606,0.1842756791971624,-0.2588764727115631,0.2,-4.387771570682526,-0.036724435922224075
6,73728,-0.309,1,333,26.45,0.073681640625,0.0003,-0.14437496662139893,350,0.011674404,0.19729717057198287,-0.25444653630256653,0.2,-4.355928492546082,-0.03408111564349383
6,75776,-0.6653999999999999,1,335,26.77,0.071142578125,0.0003,0.06568962335586548,360,0.009958447,0.19152656104415655,-0.2415212243795395,0.2,-4.371277439594269,-0.030858611699659377
6,77824,-0.38459999999999994,1,337,26.23,0.06767578125,0.0003,-0.08132803440093994,370,0.010076849,0.24099440220743418,-0.23298992216587067,0.2,-4.357058763504028,-0.029753254377283156
6,79872,-0.42660000000000003,1,328,26.33,0.108740234375,0.0003,-0.09105408191680908,380,0.012962018,0.2074987668544054,-0.24156935513019562,0.2,-4.413493299484253,-0.03586320830509067
5,81920,-0.5424,1,345,27.12,0.097705078125,0.0003,-0.06205439567565918,390,0.013783192,0.19315228648483754,-0.2595086991786957,0.2,-4.38355324268341,-0.037564361933618784
6,83968,-0.33080000000000004,1,338,26.54,0.062744140625,0.0003,0.005217254161834717,400,0.011697444,0.19291444336995484,-0.25551772117614746,0.2,-4.37982360124588,-0.03284089174121618
6,86016,-0.36499999999999994,1,340,24.75,0.087158203125,0.0003,-0.0034023523330688477,410,0.012428516,0.18200618885457515,-0.2538040280342102,0.2,-4.383767926692963,-0.03744453240651637
6,88064,-0.507,1,339,25.85,0.088671875,0.0003,0.27581220865249634,420,0.011597028,0.19415683038532733,-0.24360398948192596,0.2,-4.385787010192871,-0.03545833172975108
6,90112,-0.2678,1,341,25.14,0.06533203125,0.0003,-0.2715315818786621,430,0.01036949,0.2583307119086385,-0.23207499086856842,0.2,-4.359345841407776,-0.03205837495625019
6,92160,-0.36219999999999997,1,336,25.36,0.087255859375,0.0003,-0.07677197456359863,440,0.012917278,0.23048612866550683,-0.23368342220783234,0.2,-4.392584550380707,-0.03536995620233938
6,94208,-0.5640000000000001,1,338,25.45,0.104443359375,0.0003,0.04699164628982544,450,0.0135746505,0.2279528457671404,-0.2309478223323822,0.2,-4.378607475757599,-0.03804802251979709
5,96256,-0.47300000000000003,1,341,25.65,0.0904296875,0.0003,-0.08080816268920898,460,0.012485508,0.22332670204341412,-0.23206254839897156,0.2,-4.371767508983612,-0.035636105632875115
6,98304,-0.37020000000000003,1,338,26.51,0.120947265625,0.0003,-0.1807793378829956,470,0.013252435,0.2705003321170807,-0.22281324863433838,0.2,-4.371886813640595,-0.040273782704025506
5,100352,-0.27679999999999993,1,343,26.34,0.1091796875,0.0003,0.07741785049438477,480,0.013563779,0.17529577147215605,-0.249163419008255,0.2,-4.371232044696808,-0.04049066128209233
6,102400,-0.279,1,340,25.45,0.10048828125,0.0003,-0.006681084632873535,490,0.013375841,0.20476154871284963,-0.2444746196269989,0.2,-4.366376435756683,-0.03773644391912967
6,104448,-0.3574,1,333,24.87,0.089892578125,0.0003,-0.1196523904800415,500,0.012499632,0.2275460010394454,-0.2395022064447403,0.2,-4.372063231468201,-0.03695710732135922
6,106496,-0.37900000000000006,1,324,26.2,0.1013671875,0.0003,-0.03364896774291992,510,0.012534434,0.26531112715601923,-0.2377118319272995,0.2,-4.382851779460907,-0.03776791638229042
6,108544,-0.3108000000000001,1,322,26.54,0.0978515625,0.0003,-0.07733571529388428,520,0.012451239,0.22272824235260485,-0.23936425149440765,0.2,-4.368144249916076,-0.03458607480861246
6,110592,-0.35840000000000005,1,328,25.42,0.1216796875,0.0003,-0.07914459705352783,530,0.014787307,0.20396812222898006,-0.2469550371170044,0.2,-4.347452318668365,-0.04103957212064415
6,112640,-0.19840000000000008,1,333,25.92,0.106005859375,0.0003,-0.2631436586380005,540,0.013131503,0.2703044254332781,-0.23439642786979675,0.2,-4.364102828502655,-0.04028595923446119
5,114688,-0.34080000000000005,1,344,25.04,0.076611328125,0.0003,-0.23908114433288574,550,0.011417452,0.2403420504182577,-0.23392453789710999,0.2,-4.3728719592094425,-0.03494052444584668
5,116736,-0.43,1,341,25.0,0.106591796875,0.0003,-0.07649672031402588,560,0.011448843,0.23248122911900282,-0.22991397976875305,0.2,-4.380943775177002,-0.035511966049671176
6,118784,-0.3686,1,337,24.43,0.1146484375,0.0003,-0.003239870071411133,570,0.013283762,0.23891117963939906,-0.23065024614334106,0.2,-4.346794247627258,-0.03928946956293657
6,120832,-0.38439999999999996,1,339,25.72,0.103271484375,0.0003,0.015434026718139648,580,0.012989505,0.2630797024816275,-0.21105650067329407,0.2,-4.37480491399765,-0.03510177740827203
5,122880,-0.25239999999999996,1,345,25.62,0.099267578125,0.0003,0.006922900676727295,590,0.013300303,0.18817619606852531,-0.25691765546798706,0.2,-4.352201700210571,-0.041686210338957606
5,124928,-0.4412,1,343,25.06,0.112646484375,0.0003,-0.06046795845031738,600,0.013013301,0.2137889053672552,-0.2384180724620819,0.2,-4.342621171474457,-0.041361205466091636
6,126976,-0.37440000000000007,1,340,23.72,0.07294921875,0.0003,-0.2894335985183716,610,0.01112479,0.2586384067311883,-0.22322453558444977,0.2,-4.31112676858902,-0.03481662384583615
6,129024,-0.2128,1,337,23.89,0.102294921875,0.0003,-0.005423903465270996,620,0.0124657005,0.2865758590400219,-0.19971564412117004,0.2,-4.340687251091003,-0.03536357892444357
6,131072,-0.22779999999999997,1,339,24.39,0.072216796875,0.0003,0.04165971279144287,630,0.010425827,0.23634045086801053,-0.22169050574302673,0.2,-4.300600528717041,-0.03212302818428725
6,133120,-0.16179999999999997,1,338,22.84,0.086865234375,0.0003,0.04101443290710449,640,0.011874719,0.20201881751418113,-0.23928244411945343,0.2,-4.2840700387954715,-0.03843017171602696
6,135168,-0.2506,1,301,23.03,0.141455078125,0.0003,-0.08159160614013672,650,0.015267318,0.2640963979065418,-0.22114630043506622,0.2,-4.276210916042328,-0.0412826188839972
5,137216,-0.0916,1,342,23.58,0.10166015625,0.0003,-0.09449577331542969,660,0.012837312,0.29552235417068007,-0.20990854501724243,0.2,-4.265272164344788,-0.03576240474358201
6,139264,-0.011599999999999984,1,332,22.08,0.109033203125,0.0003,-0.13699305057525635,670,0.01358369,0.23294909838587047,-0.23255199193954468,0.2,-4.254642522335052,-0.03894132236018777
6,141312,-0.049800000000000025,1,335,23.99,0.10830078125,0.0003,0.034265100955963135,680,0.014118815,0.20751129370182753,-0.22593724727630615,0.2,-4.250046956539154,-0.03869736839551478
6,143360,-0.23319999999999996,1,337,22.91,0.102734375,0.0003,-0.03448009490966797,690,0.012904716,0.22903362922370435,-0.22335214912891388,0.2,-4.234558260440826,-0.03735021548345685
6,145408,0.15719999999999998,1,340,21.64,0.110107421875,0.0003,-0.17736458778381348,700,0.013299955,0.28885177336633205,-0.207823246717453,0.2,-4.2944711446762085,-0.03628045433433726
6,147456,0.10279999999999999,1,339,21.61,0.0966796875,0.0003,0.0969272255897522,710,0.012744491,0.2042616991326213,-0.2237127423286438,0.2,-4.258071839809418,-0.03640354772796854
6,149504,-0.004599999999999996,1,339,22.23,0.11708984375,0.0003,0.05421280860900879,720,0.011791328,0.21471571903675796,-0.20907527208328247,0.2,-4.261374545097351,-0.03391512362286449
6,151552,-0.18020000000000003,1,335,22.51,0.109130859375,0.0003,0.03557008504867554,730,0.013354987,0.2249731358140707,-0.2223377525806427,0.2,-4.277654182910919,-0.036020704498514536
6,153600,0.0288,1,338,24.56,0.09755859375,0.0003,0.056148529052734375,740,0.012071255,0.25262971557676794,-0.22207626700401306,0.2,-4.32234947681427,-0.033658410399220885
6,155648,-0.18660000000000004,1,339,23.33,0.1150390625,0.0003,-0.1355443000793457,750,0.014688488,0.1857226449996233,-0.2526642978191376,0.2,-4.293678259849548,-0.04075628581922501
5,157696,-0.005399999999999981,1,345,22.77,0.0998046875,0.0003,-0.03766942024230957,760,0.012965791,0.2340445501729846,-0.2350471317768097,0.2,-4.293888187408447,-0.03552275020629168
5,159744,-0.1514,1,345,22.82,0.103662109375,0.0003,-0.004075050354003906,770,0.013491068,0.21802929025143386,-0.21768653392791748,0.2,-4.319529294967651,-0.03785538929514587
5,161792,-0.1926,1,346,22.88,0.11201171875,0.0003,0.017013728618621826,780,0.012988888,0.22473913934081793,-0.23633891344070435,0.2,-4.320296657085419,-0.03544382832478732
5,163840,0.009200000000000026,1,343,22.79,0.081494140625,0.0003,0.12519222497940063,790,0.012552164,0.2105788592249155,-0.23145581781864166,0.2,-4.308159601688385,-0.035269772680476305
6,165888,-0.09539999999999997,1,327,22.02,0.081884765625,0.0003,0.15912413597106934,800,0.01140482,0.1904401222243905,-0.23433257639408112,0.2,-4.288343715667724,-0.037529138126410545
6,167936,-0.14079999999999995,1,339,21.54,0.097265625,0.0003,0.14457976818084717,810,0.012780821,0.20249787401407957,-0.24421635270118713,0.2,-4.287313759326935,-0.03903266326524317
6,169984,0.043399999999999925,1,320,22.08,0.0828125,0.0003,0.1500980257987976,820,0.0127476,0.23466987609863282,-0.22952164709568024,0.2,-4.277816438674927,-0.036312959319911894
5,172032,-0.1524,1,342,22.12,0.104052734375,0.0003,0.13481354713439941,830,0.013381498,0.19002352580428122,-0.23727187514305115,0.2,-4.251921248435974,-0.040326944063417615
6,174080,0.03520000000000001,1,339,22.24,0.07021484375,0.0003,0.10786688327789307,840,0.010772914,0.2589990083128214,-0.21394525468349457,0.2,-4.244895172119141,-0.03433983417926356
6,176128,0.08900000000000002,1,331,21.55,0.110546875,0.0003,0.06388771533966064,850,0.01326568,0.1883904669433832,-0.25099635124206543,0.2,-4.232439959049225,-0.0430621569394134
6,178176,0.1192,1,328,20.79,0.111669921875,0.0003,0.16610181331634521,860,0.014216905,0.1671255737543106,-0.24415050446987152,0.2,-4.224706757068634,-0.03944163684500381
6,180224,0.0006000000000000172,1,328,21.47,0.110009765625,0.0003,-0.027065753936767578,870,0.012931294,0.23724626377224922,-0.2173706293106079,0.2,-4.255266988277436,-0.040220099361613394
6,182272,0.005400000000000009,1,312,21.23,0.09423828125,0.0003,0.22045648097991943,880,0.012629301,0.21224859785288572,-0.22650101780891418,0.2,-4.267512679100037,-0.038542766217142345
6,184320,-0.002199999999999982,1,337,20.11,0.121923828125,0.0003,-0.04158437252044678,890,0.012857975,0.24358334969729184,-0.23225724697113037,0.2,-4.28660808801651,-0.04002296327380463
6,186368,0.05040000000000001,1,327,20.23,0.130029296875,0.0003,0.10517722368240356,900,0.014283653,0.2246729901060462,-0.2314898669719696,0.2,-4.287948179244995,-0.039672594401054084
6,188416,0.06080000000000001,1,336,20.46,0.13466796875,0.0003,0.010148823261260986,910,0.015006648,0.26505616754293443,-0.17222121357917786,0.2,-4.334268176555634,-0.03804680871544406
6,190464,-0.009400000000000033,1,337,21.47,0.104248046875,0.0003,0.23362380266189575,920,0.0124079585,0.21017807815223932,-0.22473780810832977,0.2,-4.279060971736908,-0.040084613813087346
6,192512,0.106,1,338,21.7,0.102294921875,0.0003,0.025128185749053955,930,0.012960812,0.28637205325067044,-0.19005490839481354,0.2,-4.303306722640992,-0.039287335972767325
5,194560,-0.00019999999999998797,1,342,21.01,0.11181640625,0.0003,0.26699668169021606,940,0.013263269,0.15125008374452592,-0.2629433274269104,0.2,-4.276830005645752,-0.04368692234857008
6,196608,0.02659999999999999,1,338,20.67,0.113818359375,0.0003,0.24631625413894653,950,0.0133828325,0.19009038489311933,-0.25168436765670776,0.2,-4.250004637241363,-0.04339470461709425
6,198656,0.020399999999999984,1,334,20.23,0.08662109375,0.0003,-0.01580679416656494,960,0.013102639,0.235192640312016,-0.22161902487277985,0.2,-4.2513398170471195,-0.041602409386541694
5,200704,0.12860000000000002,1,345,21.57,0.100537109375,0.0003,0.04495692253112793,970,0.012003824,0.26945362072438,-0.19795134663581848,0.2,-4.236334943771363,-0.03813090685289353
5,202752,0.01680000000000002,1,343,20.91,0.09931640625,0.0003,0.17096096277236938,980,0.0127580855,0.1699318142607808,-0.25016117095947266,0.2,-4.239435136318207,-0.04009304635692388
6,204800,0.25620000000000004,1,340,19.44,0.10263671875,0.0003,0.09614735841751099,990,0.01225602,0.24732385836541654,-0.2193516492843628,0.2,-4.212771713733673,-0.03666770169511437
6,206848,0.1708,1,338,18.96,0.11435546875,0.0003,0.12192040681838989,1000,0.013128125,0.17782203163951635,-0.23316848278045654,0.2,-4.1825223684310915,-0.041795893129892646
6,208896,0.1088,1,310,18.81,0.134033203125,0.0003,0.029833555221557617,1010,0.013145597,0.2243900178000331,-0.22891514003276825,0.2,-4.192904269695282,-0.04108021738938987
6,210944,0.21419999999999997,1,337,18.29,0.074755859375,0.0003,0.05360597372055054,1020,0.0112857465,0.28732152804732325,-0.1762828677892685,0.2,-4.189398300647736,-0.03462129693944007
6,212992,0.31240000000000007,1,332,18.63,0.10634765625,0.0003,-0.008889436721801758,1030,0.013490156,0.2602718871086836,-0.19255971908569336,0.2,-4.20437343120575,-0.03859197844285518
6,215040,0.24739999999999998,1,327,19.63,0.109375,0.0003,0.14869999885559082,1040,0.014358899,0.19049981907010077,-0.21771152317523956,0.2,-4.216760337352753,-0.03757818482117727
6,217088,0.22300000000000003,1,340,19.1,0.127392578125,0.0003,0.23460620641708374,1050,0.0154274255,0.1385142659768462,-0.25465571880340576,0.2,-4.193808352947235,-0.04584904903313145
6,219136,0.06040000000000001,1,333,18.98,0.123095703125,0.0003,0.1968671679496765,1060,0.014211215,0.15055359154939651,-0.2445484846830368,0.2,-4.197361433506012,-0.04219990759156644
5,221184,0.11440000000000002,1,346,20.03,0.11181640625,0.0003,-0.06543171405792236,1070,0.013083703,0.2954212997108698,-0.20040827989578247,0.2,-4.200185143947602,-0.035712860594503584
6,223232,0.044800000000000006,1,339,19.76,0.109765625,0.0003,0.08839422464370728,1080,0.012228362,0.24224306344985963,-0.21194033324718475,0.2,-4.213587951660156,-0.034019075112883004
6,225280,0.4314,1,340,18.43,0.10732421875,0.0003,0.06804090738296509,1090,0.013283705,0.1989671289920807,-0.23695160448551178,0.2,-4.154303777217865,-0.03941758564906195
6,227328,0.3518,1,339,18.66,0.089306640625,0.0003,0.17283397912979126,1100,0.011343643,0.1634037306532264,-0.22079959511756897,0.2,-4.185618031024933,-0.03297495334409177
6,229376,0.3414,1,338,18.93,0.13212890625,0.0003,0.2577003240585327,1110,0.0143900225,0.13257430195808412,-0.24397751688957214,0.2,-4.153925776481628,-0.03959244227735326
5,231424,0.32660000000000006,1,344,17.17,0.11083984375,0.0003,-0.1291496753692627,1120,0.01268412,0.18142569605261089,-0.22701911628246307,0.2,-4.184451389312744,-0.03809355847770348
5,233472,0.2372,1,343,17.64,0.105615234375,0.0003,0.1919528841972351,1130,0.01381463,0.19661365039646625,-0.19476309418678284,0.2,-4.160508596897126,-0.03696322347968817
6,235520,0.2562,1,340,18.44,0.115673828125,0.0003,0.10284626483917236,1140,0.014466415,0.23016444072127343,-0.2083534300327301,0.2,-4.148580229282379,-0.042035271390341224
6,237568,0.266,1,324,17.95,0.123486328125,0.0003,0.22702693939208984,1150,0.012794213,0.22394794579595328,-0.2108890563249588,0.2,-4.131530213356018,-0.0381308305542916
5,239616,0.3423999999999999,1,345,17.38,0.13505859375,0.0003,-0.03920912742614746,1160,0.014529765,0.2482985008507967,-0.19617518782615662,0.2,-4.1645679593086244,-0.037515060906298456
6,241664,0.2634,1,325,18.08,0.112646484375,0.0003,0.09432071447372437,1170,0.013888841,0.20470712911337613,-0.2042504996061325,0.2,-4.155765879154205,-0.03928151478758082
6,243712,0.3486,1,337,18.32,0.12626953125,0.0003,0.12556952238082886,1180,0.013617327,0.22306113615632056,-0.1929570883512497,0.2,-4.157965743541718,-0.0359083364950493
6,245760,0.2888,1,338,17.56,0.118115234375,0.0003,0.06287431716918945,1190,0.012842193,0.16657898146659136,-0.2311190962791443,0.2,-4.214845263957978,-0.03626545171719044
5,247808,0.3625999999999999,1,346,18.62,0.12919921875,0.0003,0.2768591642379761,1200,0.013892217,0.21598137263208628,-0.2110561728477478,0.2,-4.181829142570495,-0.03653209194308147
6,249856,0.3498000000000001,1,330,17.76,0.107421875,0.0003,0.0869179368019104,1210,0.012476219,0.1735902577638626,-0.2262047827243805,0.2,-4.17007440328598,-0.03574830170255154
6,251904,0.2746,1,312,18.27,0.1537109375,0.0003,0.19361615180969238,1220,0.014713646,0.15982307810336352,-0.2233559787273407,0.2,-4.163217079639435,-0.03850896153599024
6,253952,0.4684,1,337,17.83,0.11474609375,0.0003,0.03230994939804077,1230,0.012869678,0.17900420371443032,-0.22970327734947205,0.2,-4.1358802318573,-0.03795865785796195
6,256000,0.3164,1,317,18.43,0.106298828125,0.0003,-0.14103662967681885,1240,0.01209083,0.20895053427666427,-0.20033957064151764,0.2,-4.100258719921112,-0.03578759437077679
6,258048,0.2516,1,326,17.17,0.114013671875,0.0003,0.058200955390930176,1250,0.013779453,0.16542569007724522,-0.22980651259422302,0.2,-4.128724586963654,-0.034729921084363014
6,260096,0.261,1,299,17.95,0.11337890625,0.0003,0.15641367435455322,1260,0.012580019,0.23121582418680192,-0.2035670280456543,0.2,-4.146735084056854,-0.03665948768611997
6,262144,0.43440000000000006,1,327,17.53,0.14150390625,0.0003,0.1247209906578064,1270,0.014098219,0.17422417774796486,-0.23487159609794617,0.2,-4.129686617851258,-0.043734233506256714
5,264192,0.41340000000000005,1,344,17.58,0.1119140625,0.0003,0.05351024866104126,1280,0.01305783,0.1545253712683916,-0.23546738922595978,0.2,-4.118113481998444,-0.03768080286681652
5,266240,0.3342,1,342,16.54,0.106787109375,0.0003,0.13131695985794067,1290,0.013585319,0.11931774979457259,-0.2366807460784912,0.2,-4.126945078372955,-0.03788243238814175
6,268288,0.4020000000000001,1,340,15.4,0.1224609375,0.0003,0.04198908805847168,1300,0.014249789,0.1794108958914876,-0.224211186170578,0.2,-4.084107995033264,-0.0408960210159421
6,270336,0.32919999999999994,1,338,16.79,0.097998046875,0.0003,0.16170626878738403,1310,0.012271401,0.2032086119055748,-0.19882002472877502,0.2,-4.0963452696800235,-0.03540864136302844
6,272384,0.2646,1,338,17.52,0.1181640625,0.0003,0.19120919704437256,1320,0.011241069,0.1878042370080948,-0.20777693390846252,0.2,-4.064821314811707,-0.03539709155447781
5,274432,0.3832,1,344,16.59,0.12734375,0.0003,0.10676795244216919,1330,0.015108885,0.18258218020200728,-0.20057666301727295,0.2,-4.092457890510559,-0.03880909255240113
5,276480,0.4013999999999999,1,344,16.93,0.13095703125,0.0003,0.2540457248687744,1340,0.012815097,0.15981332417577504,-0.2373754382133484,0.2,-4.086146003007888,-0.035502918413840234
6,278528,0.49920000000000003,1,340,15.54,0.135693359375,0.0003,-0.001837015151977539,1350,0.01387839,0.1770541425794363,-0.22355231642723083,0.2,-4.06720340847969,-0.04106047527166083
6,280576,0.474,1,339,15.8,0.0982421875,0.0003,0.15937626361846924,1360,0.013026248,0.14361087400466205,-0.20651163160800934,0.2,-4.040042364597321,-0.0352287428220734
6,282624,0.42060000000000003,1,340,15.72,0.08349609375,0.0003,0.19918566942214966,1370,0.011286133,0.21265510562807322,-0.1986396312713623,0.2,-4.0824051141738895,-0.03083762133028358
6,284672,0.4436,1,337,17.32,0.10224609375,0.0003,0.06312274932861328,1380,0.012741408,0.23534203320741653,-0.18616235256195068,0.2,-4.084837436676025,-0.03030172463040799
6,286720,0.4424,1,320,16.13,0.1212890625,0.0003,-0.1230553388595581,1390,0.012577502,0.16586000099778175,-0.22924163937568665,0.2,-4.054532200098038,-0.03727821744978428
5,288768,0.4618,1,345,16.16,0.1212890625,0.0003,0.14652025699615479,1400,0.013946693,0.15500163957476615,-0.2334073781967163,0.2,-4.04981546998024,-0.04151697787456214
6,290816,0.45019999999999993,1,340,14.99,0.10380859375,0.0003,0.14541471004486084,1410,0.01189539,0.11860442031174898,-0.23992319405078888,0.2,-4.044174247980118,-0.0389472700888291
6,292864,0.43959999999999994,1,341,14.02,0.113671875,0.0003,0.1160283088684082,1420,0.012367314,0.17680074516683816,-0.2168472707271576,0.2,-4.0347521781921385,-0.036700161395128814
6,294912,0.5088,1,325,13.06,0.10322265625,0.0003,0.22764617204666138,1430,0.012235545,0.17947875261306762,-0.20412315428256989,0.2,-4.026026916503906,-0.033602452091872695
6,296960,0.4954,1,338,13.48,0.11669921875,0.0003,0.3385910987854004,1440,0.012641812,0.20458427760750056,-0.18036186695098877,0.2,-3.9974754214286805,-0.031970446137711404
6,299008,0.3848,1,304,15.76,0.10068359375,0.0003,0.2623365521430969,1450,0.011436851,0.2180550992488861,-0.1691129058599472,0.2,-4.079890561103821,-0.024981446436140687
6,301056,0.41619999999999996,1,336,15.94,0.12490234375,0.0003,0.3499339818954468,1460,0.013180951,0.20956506226211785,-0.19659848511219025,0.2,-4.0331362128257755,-0.03248656049836427
6,303104,0.515,1,334,14.0,0.1056640625,0.0003,0.4482805132865906,1470,0.012398795,0.15374596640467644,-0.21123473346233368,0.2,-4.036588072776794,-0.034619642538018525
6,305152,0.573,1,335,13.6,0.129541015625,0.0003,0.42135435342788696,1480,0.013215732,0.11957713011652231,-0.2332700788974762,0.2,-3.9748065173625946,-0.03805478874128312
