time/time_elapsed,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/loss,train/explained_variance,train/n_updates,train/learning_rate,train/clip_fraction,train/approx_kl,train/value_loss
11,0.8035999999999999,1,5.32,183,37388288,0.2,-1.0925202518701553,-0.027073703426867723,0.11757853627204895,0.06609028577804565,182550,0.0003,0.15498046875,0.022226151,0.3886662509292364
11,0.6162000000000001,1,6.69,186,37390336,0.2,-0.5775746598839759,-0.013974832999520004,0.14990824460983276,-0.07647442817687988,182560,0.0003,0.0802734375,0.010306889,0.2808391353115439
10,-0.2848,1,12.24,189,37392384,0.2,-1.077794887125492,-0.027761549642309546,0.08372321724891663,0.11415660381317139,182570,0.0003,0.18876953125,0.025276238,0.32995910905301573
10,0.04039999999999999,1,11.23,189,37394432,0.2,-1.6884849071502686,-0.03209997983649373,0.3818182647228241,0.000376284122467041,182580,0.0003,0.136669921875,0.019209344,1.1980885982513427
10,0.8313999999999999,1,5.68,186,37396480,0.2,-1.5926662147045136,-0.03388111270032823,0.43213552236557007,0.08150076866149902,182590,0.0003,0.182763671875,0.02106721,1.0614399269223214
10,0.3884,1,11.08,187,37398528,0.2,-0.5633654087781906,-0.018498259130865335,0.09468497335910797,-0.05702197551727295,182600,0.0003,0.08984375,0.02195762,0.31661634482443335
10,0.20259999999999997,1,6.62,187,37400576,0.2,-1.6010823875665665,-0.036813416285440326,0.22674867510795593,0.003914952278137207,182610,0.0003,0.21396484375,0.028152019,0.607708391547203
11,0.6557999999999999,1,5.46,184,37402624,0.2,-0.9975732043385506,-0.02258572222199291,0.50905841588974,0.0793188214302063,182620,0.0003,0.151513671875,0.023933135,1.3827439606189729
11,0.7136,1,7.07,185,37404672,0.2,-0.5415989674627781,-0.022260479524265974,0.3291385769844055,-0.022475838661193848,182630,0.0003,0.122314453125,0.033534348,0.6226213902235032
11,0.4440000000000001,1,6.3,185,37406720,0.2,-1.2245623826980592,-0.02884878634940833,0.09781064093112946,0.1905319094657898,182640,0.0003,0.2150390625,0.024988629,0.4455478146672249
11,0.48900000000000005,1,6.3,185,37408768,0.2,-0.8492322236299514,-0.02428701112512499,0.5652090311050415,0.16063261032104492,182650,0.0003,0.181591796875,0.02214591,1.152627408504486
11,0.5176000000000001,1,5.87,185,37410816,0.2,-0.8281132474541664,-0.019091417896561325,0.5149573087692261,0.10258787870407104,182660,0.0003,0.126025390625,0.023219733,1.2454533383250237
10,0.35839999999999994,1,9.83,187,37412864,0.2,-0.8121766194701194,-0.024780010571703315,0.30654579401016235,0.12165439128875732,182670,0.0003,0.1822265625,0.025603913,1.0156809493899346
11,0.6432000000000001,1,5.59,184,37414912,0.2,-1.5088998883962632,-0.036872636526823044,0.29919472336769104,-0.006856799125671387,182680,0.0003,0.17822265625,0.023157513,0.8355082884430886
10,0.062400000000000004,1,9.88,186,37416960,0.2,-0.5927137240767479,-0.019355131965130567,0.15571816265583038,0.1753981113433838,182690,0.0003,0.08173828125,0.015553594,0.4268594779074192
11,0.36340000000000006,1,5.83,184,37419008,0.2,-1.4471557229757308,-0.028009194845799355,0.4341159164905548,0.1337757706642151,182700,0.0003,0.1357421875,0.017593384,1.0809144750237465
11,0.759,1,5.3,183,37421056,0.2,-0.7746070355176926,-0.02079189489595592,0.3490021526813507,0.07366174459457397,182710,0.0003,0.177880859375,0.022619698,0.9741069927811623
11,0.7660000000000001,1,5.45,183,37423104,0.2,-0.5167617775499821,-0.011977577349171042,0.14261779189109802,-0.03128612041473389,182720,0.0003,0.076953125,0.009626091,0.43197514712810514
10,0.12779999999999997,1,10.36,188,37425152,0.2,-0.4981222577393055,-0.012252636649645866,0.09008441865444183,0.020467758178710938,182730,0.0003,0.10546875,0.015369162,0.24530320204794406
10,0.19740000000000002,1,7.13,186,37427200,0.2,-1.5525591194629669,-0.033200311148539184,0.4107186198234558,0.09620034694671631,182740,0.0003,0.17685546875,0.021421637,0.9935649260878563
11,0.1784,1,6.08,185,37429248,0.2,-1.3818694800138474,-0.0322689441498369,0.488303005695343,0.2251133918762207,182750,0.0003,0.178955078125,0.022052098,0.9012008503079414
11,0.15700000000000006,1,5.9,184,37431296,0.2,-0.7699123725295067,-0.026586190820671617,0.7118122577667236,0.11002016067504883,182760,0.0003,0.1849609375,0.023706794,1.4993432343006134
11,0.5896000000000001,1,5.77,184,37433344,0.2,-0.8036244049668312,-0.024441027408465744,0.5250996947288513,0.12225759029388428,182770,0.0003,0.16279296875,0.03463458,1.155934827029705
