time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/explained_variance,train/entropy_loss,train/clip_fraction,train/learning_rate,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_range
1701888,1,14.83,0.31228404,184,11,0.16690576076507568,-3.1737999737262728,0.140673828125,0.0003,0.852347494661808,0.013531998,8300,-0.0395788692869246,0.1252640038728714,0.2
1703936,1,11.89,0.9709404,188,10,0.2631798982620239,-3.2222779989242554,0.1447265625,0.0003,0.8169089466333389,0.01364199,8310,-0.03855097522027791,0.10749173164367676,0.2
1705984,1,12.91,0.6492756100000001,188,10,0.0488094687461853,-3.0630171239376067,0.13330078125,0.0003,0.6201285757124424,0.016723119,8320,-0.0341039773542434,0.05471530556678772,0.2
1708032,1,10.87,0.5656468899999999,187,10,0.1619729995727539,-3.0817678391933443,0.187451171875,0.0003,0.5926705956459045,0.016080264,8330,-0.04299744248855859,0.026588574051856995,0.2
1710080,1,14.21,0.6413538399999998,189,10,0.15188777446746826,-3.0882516622543337,0.112451171875,0.0003,0.9328925535082817,0.014329819,8340,-0.03244740277295932,0.16290442645549774,0.2
1712128,1,11.72,0.48540932000000003,191,10,-0.0010222196578979492,-3.200548219680786,0.109619140625,0.0003,0.6558433599770069,0.016049776,8350,-0.030237742303870618,0.06861962378025055,0.2
1714176,1,11.53,0.49050029999999983,188,10,0.21288609504699707,-3.136338984966278,0.117724609375,0.0003,0.8597945541143417,0.013520818,8360,-0.037782938953023405,0.13790512084960938,0.2
1716224,1,12.16,0.6077833100000001,188,10,0.2121984362602234,-3.107802963256836,0.15625,0.0003,1.0115545704960822,0.017011344,8370,-0.04154111283714883,0.2648477554321289,0.2
1718272,1,13.19,0.80813035,191,10,0.24293828010559082,-3.212402707338333,0.20517578125,0.0003,0.7434630632400513,0.019559797,8380,-0.04880807895679027,0.1141381561756134,0.2
1720320,1,12.91,0.86090814,187,10,0.21723294258117676,-3.1093929171562196,0.139208984375,0.0003,0.5433368608355522,0.016166335,8390,-0.0414630506769754,0.025901436805725098,0.2
1722368,1,13.73,0.75153651,186,10,0.08246243000030518,-3.1885444104671476,0.17099609375,0.0003,0.5033533841371536,0.018841198,8400,-0.03856195945991203,0.10841545462608337,0.2
1724416,1,11.73,0.7295013300000001,187,10,0.27628350257873535,-3.1990436255931853,0.156689453125,0.0003,0.6836547255516052,0.015323633,8410,-0.0388588011963293,0.11973455548286438,0.2
1726464,1,12.83,0.97946706,186,10,0.14566540718078613,-3.2020426034927367,0.163623046875,0.0003,0.6823472328484058,0.017424684,8420,-0.03931024539051577,0.12772251665592194,0.2
1728512,1,14.92,1.08560107,190,10,0.1391592025756836,-3.0897715628147124,0.176953125,0.0003,0.4156646080315113,0.017158631,8430,-0.03784653353504837,-0.017454668879508972,0.2
1730560,1,11.24,0.88505723,186,10,0.17362523078918457,-3.2755309462547304,0.194287109375,0.0003,0.2889778818935156,0.020702597,8440,-0.052834066288778556,-0.11593273282051086,0.2
1732608,1,15.77,-0.7807133100000003,189,10,0.04695582389831543,-3.0604653894901275,0.170458984375,0.0003,0.7111122727394104,0.014250195,8450,-0.0395315156551078,0.10006582736968994,0.2
1734656,1,16.57,-0.4776688399999998,190,10,0.17061275243759155,-3.386657637357712,0.098388671875,0.0003,1.227407194674015,0.01144092,8460,-0.025818888389039785,0.2768532633781433,0.2
1736704,1,16.37,-0.65291105,186,10,0.2372339367866516,-3.437334042787552,0.165673828125,0.0003,0.8940660953521729,0.017510843,8470,-0.04208757802844047,0.19262558221817017,0.2
1738752,1,16.0,-0.200844,190,10,0.18056976795196533,-3.402198052406311,0.137255859375,0.0003,0.9644512474536896,0.014179543,8480,-0.040734144998714326,0.17779476940631866,0.2
1740800,1,16.65,-0.38079648000000005,190,10,0.33105307817459106,-3.4331493973731995,0.17001953125,0.0003,0.8715331688523292,0.01488881,8490,-0.04156012061284855,0.10783949494361877,0.2
1742848,1,16.66,-0.4945017,189,10,0.1754293441772461,-3.471286004781723,0.18408203125,0.0003,0.8675879701972008,0.014887979,8500,-0.04249588376842439,0.13350099325180054,0.2
1744896,1,15.88,-0.5561591699999999,174,11,0.35505998134613037,-3.4297429084777833,0.1572265625,0.0003,0.7575369358062745,0.018514741,8510,-0.04461697784718126,0.09732794761657715,0.2
1746944,1,16.96,-0.7901263900000001,192,10,0.32685476541519165,-3.4055677175521852,0.136572265625,0.0003,0.8454946547746658,0.014706481,8520,-0.038428441307041795,0.1478286236524582,0.2
1748992,1,17.93,-0.62299558,187,10,0.24664533138275146,-3.458225357532501,0.1666015625,0.0003,0.8603517517447472,0.017246602,8530,-0.04787928574951365,0.12629801034927368,0.2
1751040,1,17.79,-0.57917682,187,10,0.2606000304222107,-3.4689842760562897,0.174609375,0.0003,0.8184275954961777,0.016629983,8540,-0.045552496006712316,0.06015220284461975,0.2
1753088,1,16.49,0.96826939,332,6,0.035933852195739746,-3.4837519586086274,0.1458984375,0.0003,0.8527523875236511,0.01603043,8550,-0.04284116481430829,0.08661741018295288,0.2
1755136,1,15.73,0.88017751,329,6,-0.4483833312988281,-3.3774291396141054,0.155859375,0.0003,0.4108916275203228,0.019795924,8560,-0.040547413751482964,-0.06923137605190277,0.2
1757184,1,16.53,-0.8264785699999999,191,10,-0.1234292984008789,-3.3517440140247343,0.188037109375,0.0003,0.33672308959066866,0.019841498,8570,-0.04965685494244099,-0.1006646528840065,0.2
1759232,1,17.11,-0.35739785999999996,190,10,0.07806193828582764,-3.42499235868454,0.094775390625,0.0003,1.015378361940384,0.0141612375,8580,-0.03066232760902494,0.20607523620128632,0.2
1761280,1,15.63,0.65453429,187,10,0.3008655309677124,-3.4295753479003905,0.18603515625,0.0003,0.9042045950889588,0.017777434,8590,-0.04608492038678378,0.17845122516155243,0.2
1763328,1,17.14,0.16992248,187,10,0.12315875291824341,-3.1889094412326813,0.123681640625,0.0003,0.6796314619481564,0.017397203,8600,-0.03249614860396832,0.061032652854919434,0.2
1765376,1,16.69,0.19308922999999997,188,10,0.2651902437210083,-3.375833201408386,0.184130859375,0.0003,0.6475681267678738,0.018637791,8610,-0.047506865090690555,0.021085724234580994,0.2
1767424,1,15.36,0.31033916999999994,189,10,0.28576725721359253,-3.3428267300128938,0.1619140625,0.0003,0.8442953914403916,0.015731728,8620,-0.043022655497770755,0.14761850237846375,0.2
1769472,1,12.93,0.89097883,190,10,0.06842339038848877,-3.2271473109722137,0.127734375,0.0003,1.032281321287155,0.013188655,8630,-0.0320787395350635,0.21999168395996094,0.2
1771520,1,13.25,1.0043137500000001,187,10,0.15293359756469727,-3.057196670770645,0.152294921875,0.0003,0.5251138031482696,0.015951123,8640,-0.037197586405090986,0.04640820622444153,0.2
1773568,1,13.42,0.85285969,187,10,0.1858118176460266,-3.0539789736270904,0.16416015625,0.0003,0.4675552785396576,0.017167866,8650,-0.044555594120174645,-0.005373328924179077,0.2
1775616,1,13.14,1.17646467,187,10,0.13640493154525757,-3.1212458074092866,0.170947265625,0.0003,0.612986721098423,0.016101003,8660,-0.04374656883301213,0.05763855576515198,0.2
1777664,1,17.4,-0.18857350000000003,188,10,0.016248881816864014,-3.0336104571819305,0.14072265625,0.0003,0.4435266651213169,0.014670346,8670,-0.031949791684746744,-0.01880250871181488,0.2
1779712,1,12.87,0.9562843,187,10,0.11430436372756958,-3.3422747194766997,0.110595703125,0.0003,0.961730170249939,0.013767579,8680,-0.033826830633915964,0.13649284839630127,0.2
1781760,1,13.0,0.26130676999999997,188,10,0.04390519857406616,-2.9966493606567384,0.1466796875,0.0003,0.6243032336235046,0.014920117,8690,-0.035168031754437834,0.06041358411312103,0.2
1783808,1,16.45,0.20821172000000004,187,10,0.24236512184143066,-3.130550354719162,0.131884765625,0.0003,1.0079578176140784,0.012027707,8700,-0.03826268904376775,0.2316102683544159,0.2
1785856,1,12.7,1.1200022299999999,186,10,0.33263254165649414,-3.350502669811249,0.1384765625,0.0003,0.6895140528678894,0.014541121,8710,-0.037360646901652216,0.11177590489387512,0.2
1787904,1,14.47,0.31371127,187,10,-0.11006808280944824,-2.988257050514221,0.142138671875,0.0003,0.41461440175771713,0.01526471,8720,-0.03648447918239981,-0.03459644317626953,0.2
1789952,1,11.89,1.0939534000000002,189,10,0.2416238784790039,-3.1641261756420134,0.10302734375,0.0003,0.8733409017324447,0.011799134,8730,-0.03119932727422565,0.19781212508678436,0.2
1792000,1,10.18,-0.22914306999999995,186,10,0.15149986743927002,-2.969854307174683,0.1625,0.0003,0.35289421305060387,0.01942569,8740,-0.0379295208491385,-0.04057559370994568,0.2
1794048,1,16.9,-0.015024279999999956,190,10,0.2327026128768921,-3.2210822343826293,0.12353515625,0.0003,1.2941846951842308,0.017630016,8750,-0.02961669844808057,0.3480422794818878,0.2
1796096,1,10.58,0.01628897,185,11,0.07322835922241211,-3.4965150475502016,0.14423828125,0.0003,0.8480236321687699,0.018403405,8760,-0.03609474326949567,0.14713630080223083,0.2
1798144,1,13.17,0.9110094100000002,188,10,0.18250101804733276,-3.1896858334541323,0.125048828125,0.0003,1.200889380276203,0.016141908,8770,-0.03162457759026438,0.24270886182785034,0.2
1800192,1,15.13,0.2229153,189,10,-0.0109022855758667,-3.1050621390342714,0.148974609375,0.0003,0.6489800631999969,0.013695857,8780,-0.03943186397664249,0.09797927737236023,0.2
1802240,1,16.95,0.30025101,187,10,0.19092148542404175,-3.2806171655654905,0.14609375,0.0003,0.8501735314726829,0.015352234,8790,-0.04086064012954012,0.19564023613929749,0.2
1804288,1,14.94,0.25874516000000003,187,10,0.10975587368011475,-3.449932497739792,0.14794921875,0.0003,0.788840614259243,0.01706929,8800,-0.04100470375269651,0.09390881657600403,0.2
1806336,1,13.01,0.9425731699999998,187,10,0.2339434027671814,-3.2973701775074007,0.15146484375,0.0003,0.7990157216787338,0.016111724,8810,-0.03971782589796931,0.13171620666980743,0.2
1808384,1,9.66,0.18103630000000004,186,11,0.23706281185150146,-3.1160355031490328,0.137744140625,0.0003,0.44051275998353956,0.012278001,8820,-0.033976969635114075,-0.012198075652122498,0.2
1810432,1,13.08,1.10073648,188,10,0.13617056608200073,-3.2265300869941713,0.1267578125,0.0003,1.1752736151218415,0.013922232,8830,-0.03198219487676397,0.2867535650730133,0.2
1812480,1,17.15,-0.09923017999999999,191,10,-0.041042327880859375,-3.1400759160518645,0.144189453125,0.0003,0.5178196243941784,0.014215046,8840,-0.03773907371796668,0.007648974657058716,0.2
1814528,1,16.32,0.26774141999999995,188,10,0.1675816774368286,-3.434023267030716,0.163427734375,0.0003,0.8655586153268814,0.017208632,8850,-0.04390442332951352,0.10300640761852264,0.2
1816576,1,15.84,0.05295753000000005,190,10,0.3014609217643738,-3.284723699092865,0.166845703125,0.0003,0.7611918836832047,0.01608495,8860,-0.04398123875726014,0.13999804854393005,0.2
1818624,1,14.04,0.39616477000000005,186,10,0.2748726010322571,-3.2161258280277254,0.1298828125,0.0003,0.9248320370912552,0.014634706,8870,-0.03991755081806332,0.23323002457618713,0.2
1820672,1,16.53,0.016407820000000052,187,10,0.29443472623825073,-3.1127916157245634,0.172265625,0.0003,0.8269077077507972,0.016952697,8880,-0.041860871878452596,0.16621427237987518,0.2
1822720,1,12.99,1.06697193,183,11,0.3103361129760742,-3.3685235738754273,0.1408203125,0.0003,0.8686499744653702,0.015761644,8890,-0.042003864678554236,0.15299320220947266,0.2
1824768,1,13.42,0.9986565599999999,189,10,0.08857643604278564,-3.0683590531349183,0.12802734375,0.0003,0.4904139585793018,0.015291099,8900,-0.0340260012424551,0.025696411728858948,0.2
1826816,1,9.52,0.26338927,186,11,0.25121206045150757,-3.0663414359092713,0.168017578125,0.0003,0.49738527536392213,0.018283049,8910,-0.044004801334813236,0.03679743409156799,0.2
1828864,1,11.99,0.9313127000000001,186,10,0.08507484197616577,-3.153310811519623,0.103515625,0.0003,1.2169189885258676,0.0133254845,8920,-0.027173815364949404,0.3523034453392029,0.2
1830912,1,13.53,1.0883528199999999,187,10,0.07912832498550415,-3.129312980175018,0.208447265625,0.0003,0.5232214465737343,0.021415439,8930,-0.04150356377940625,-0.007901981472969055,0.2
1832960,1,17.45,0.12968683999999997,186,10,0.02358311414718628,-3.1444923102855684,0.1775390625,0.0003,0.26958696395158765,0.018881302,8940,-0.041976357798557726,-0.1108173057436943,0.2
1835008,1,18.19,-0.41493095,191,10,0.19308620691299438,-3.448197591304779,0.120556640625,0.0003,0.8381583914160728,0.014702976,8950,-0.03378859867807478,0.10238772630691528,0.2
1837056,1,18.31,-0.24164758999999988,191,10,0.15065568685531616,-3.4571679055690767,0.158447265625,0.0003,0.9249511733651161,0.018275019,8960,-0.0423292436869815,0.11040851473808289,0.2
1839104,1,19.03,-0.42884211,191,10,0.1455821394920349,-3.509468322992325,0.1783203125,0.0003,0.8058906376361847,0.015167344,8970,-0.04375605310779065,0.0836629867553711,0.2
1841152,1,18.58,-0.59573285,191,10,0.02615600824356079,-3.5543109655380247,0.13310546875,0.0003,0.8223538473248482,0.0153539125,8980,-0.04259695666842163,0.11790424585342407,0.2
1843200,1,18.75,-0.5180353200000001,190,10,0.0987655520439148,-3.5351342022418977,0.19208984375,0.0003,0.9129069447517395,0.017352423,8990,-0.048572989623062314,0.12357509136199951,0.2
1845248,1,19.37,-0.48433003999999996,189,10,-0.013248205184936523,-3.5653680205345153,0.192822265625,0.0003,0.9225946620106698,0.018372547,9000,-0.05126497847959399,0.13659775257110596,0.2
1847296,1,18.64,-0.3372363300000001,175,11,-0.05302894115447998,-3.538076412677765,0.157177734375,0.0003,0.8795077964663506,0.016842617,9010,-0.044990268908441065,0.1405399888753891,0.2
1849344,1,17.97,-0.15344815000000003,190,10,-0.01124274730682373,-3.516918104887009,0.177978515625,0.0003,0.7312364086508751,0.018123016,9020,-0.05102437554160133,0.058209627866744995,0.2
1851392,1,17.22,-0.26089024000000005,191,10,0.1003759503364563,-3.534340685606003,0.17255859375,0.0003,0.8176379695534706,0.01741699,9030,-0.04820422953926027,0.08170604705810547,0.2
1853440,1,16.76,-0.4414893000000001,188,10,0.09145176410675049,-3.5249677658081056,0.15966796875,0.0003,0.8924471199512481,0.016405389,9040,-0.04584316301625222,0.1490827202796936,0.2
1855488,1,17.04,0.63142468,331,6,0.11097663640975952,-3.5215983152389527,0.172119140625,0.0003,0.9148576557636261,0.016505508,9050,-0.0458007151260972,0.12360993027687073,0.2
1857536,1,18.1,0.54652871,328,6,-0.10102128982543945,-3.4630654633045195,0.188720703125,0.0003,0.5731330625712872,0.020764492,9060,-0.04866516718175262,-0.0026004910469055176,0.2
1859584,1,16.72,0.6942609300000001,189,10,-0.01049351692199707,-3.48035506606102,0.213232421875,0.0003,0.5321088023483753,0.021634785,9070,-0.05368300536647439,-0.026170268654823303,0.2
1861632,1,15.99,-0.25998813000000004,191,10,0.09482032060623169,-3.3655725598335264,0.1337890625,0.0003,0.6118723087012767,0.014737862,9080,-0.03664531297981739,0.07414942979812622,0.2
1863680,1,16.57,0.05179334000000001,189,10,0.08902251720428467,-3.360948997735977,0.112060546875,0.0003,1.0353561624884606,0.012031076,9090,-0.03509033683221787,0.23072367906570435,0.2
1865728,1,15.64,0.7571555200000002,185,11,0.22345685958862305,-3.372584491968155,0.18798828125,0.0003,0.8130756258964539,0.019428816,9100,-0.04792895831633359,0.11622218787670135,0.2
1867776,1,16.36,0.43071451999999993,190,10,0.04319155216217041,-3.343047833442688,0.150341796875,0.0003,0.6644215427339077,0.016386176,9110,-0.039018044981639834,0.04001772403717041,0.2
1869824,1,15.51,0.7398306199999999,187,10,0.08136165142059326,-3.3090586960315704,0.203564453125,0.0003,0.7837790429592133,0.019356968,9120,-0.0424760693917051,0.11521431803703308,0.2
1871872,1,16.94,0.61843335,188,10,0.12128019332885742,-3.2781535387039185,0.196728515625,0.0003,0.5199061632156372,0.019986277,9130,-0.0489893896272406,-0.003427475690841675,0.2
1873920,1,16.67,0.28550857999999996,187,10,0.16278868913650513,-3.268246752023697,0.157275390625,0.0003,0.6373130321502686,0.018211253,9140,-0.043424571503419426,0.04395611584186554,0.2
1875968,1,16.12,0.5523193299999999,187,10,0.00648730993270874,-3.2801469027996064,0.1486328125,0.0003,0.9417261257767677,0.013988122,9150,-0.03745981503743678,0.20834030210971832,0.2
1878016,1,16.41,-0.27520636,187,10,0.1385156512260437,-3.296261894702911,0.170361328125,0.0003,0.7636926129460335,0.015903426,9160,-0.042002227425109596,0.12065038084983826,0.2
1880064,1,16.44,0.6157691399999999,187,10,0.18604516983032227,-3.360921287536621,0.14912109375,0.0003,0.9169460028409958,0.017978981,9170,-0.045836328633595255,0.15856891870498657,0.2
1882112,1,16.73,0.6523445799999998,188,10,0.005921483039855957,-3.2974432706832886,0.172607421875,0.0003,0.7481423303484916,0.018033927,9180,-0.04176122377393767,0.136597141623497,0.2
1884160,1,16.19,0.27719375,189,10,0.03489184379577637,-3.307994246482849,0.158251953125,0.0003,0.555365813523531,0.015834354,9190,-0.04185172488214448,0.02782483398914337,0.2
1886208,1,15.63,0.83902954,190,10,0.00871497392654419,-3.331545001268387,0.157666015625,0.0003,0.9056791305541992,0.015774276,9200,-0.03910727351903916,0.14345985651016235,0.2
1888256,1,15.79,0.77991466,189,10,-0.10438120365142822,-3.3059578418731688,0.1240234375,0.0003,0.7139109417796135,0.015496177,9210,-0.03852900397032499,0.09122523665428162,0.2
1890304,1,17.21,0.28882663000000003,191,10,0.07909071445465088,-3.311445862054825,0.1919921875,0.0003,0.5513710513710975,0.018556453,9220,-0.037649784982204434,0.055829405784606934,0.2
1892352,1,16.68,0.3423877699999999,190,10,0.020586609840393066,-3.371710830926895,0.118798828125,0.0003,0.9849881917238236,0.014402166,9230,-0.036340892477892336,0.18011873960494995,0.2
1894400,1,15.64,0.30142001,185,11,0.05166393518447876,-3.331781828403473,0.176708984375,0.0003,0.8326488822698593,0.017332502,9240,-0.04572249366901815,0.2007274478673935,0.2
1896448,1,16.32,0.06744980999999994,188,10,0.10347640514373779,-3.332484316825867,0.15380859375,0.0003,0.9142118185758591,0.015544861,9250,-0.039342464925721285,0.17875541746616364,0.2
1898496,1,17.78,0.40963357999999994,191,10,0.007485866546630859,-3.353030186891556,0.145556640625,0.0003,1.0199999630451202,0.015426661,9260,-0.041364494967274366,0.22513629496097565,0.2
1900544,1,17.44,0.634137,189,10,0.02955836057662964,-3.3878282845020293,0.14150390625,0.0003,0.7577242329716682,0.015348694,9270,-0.041609825636260214,0.10720397531986237,0.2
1902592,1,16.47,0.22488091000000002,190,10,0.09862709045410156,-3.312744641304016,0.1509765625,0.0003,0.5841685861349106,0.015551326,9280,-0.04008195616770536,0.05278122425079346,0.2
1904640,1,17.06,0.21803359000000003,190,10,0.16583138704299927,-3.352134895324707,0.1759765625,0.0003,0.8278753682971001,0.016651861,9290,-0.04559208698337898,0.14658361673355103,0.2
1906688,1,16.56,0.6315120000000001,188,10,0.11910766363143921,-3.3384029865264893,0.153857421875,0.0003,0.7842261597514153,0.017113075,9300,-0.04343214340042323,0.10876742005348206,0.2
1908736,1,17.86,0.5950431500000001,187,10,-0.0028876066207885742,-3.29422670006752,0.175439453125,0.0003,0.6856147781014442,0.016645022,9310,-0.04457410509930924,0.07364994287490845,0.2
1910784,1,16.52,0.08063552000000002,187,10,0.08022469282150269,-3.3584338247776033,0.165380859375,0.0003,0.5253304876387119,0.01918497,9320,-0.048910326545592395,0.000564277172088623,0.2
1912832,1,16.19,0.22433186000000002,188,10,0.1445881724357605,-3.4309149205684664,0.1419921875,0.0003,0.841234689950943,0.016645093,9330,-0.03912271787412465,0.08555428683757782,0.2
1914880,1,15.33,0.7476072600000001,188,10,0.13822323083877563,-3.2962605118751527,0.138916015625,0.0003,0.8168115675449371,0.015858164,9340,-0.04266412779688835,0.14639806747436523,0.2
1916928,1,16.3,0.45349091999999996,189,10,0.09785354137420654,-3.214238679409027,0.14560546875,0.0003,0.47944906577467916,0.015140165,9350,-0.034683787112589924,0.061384499073028564,0.2
1918976,1,15.77,0.81650925,187,10,0.04760754108428955,-3.3772332608699798,0.154443359375,0.0003,0.8223281383514405,0.017393433,9360,-0.04049510727636516,0.13038840889930725,0.2
1921024,1,16.04,0.19074808000000004,188,10,0.06607651710510254,-3.312685650587082,0.13544921875,0.0003,0.7461241468787193,0.014393279,9370,-0.03475961880758405,0.14808636903762817,0.2
1923072,1,16.12,0.52535224,188,10,0.12199723720550537,-3.397202563285828,0.144384765625,0.0003,0.9353060007095337,0.015660519,9380,-0.04016473402734846,0.17379145324230194,0.2
1925120,1,16.69,0.34809298000000005,187,10,0.015471220016479492,-3.4169357120990753,0.14560546875,0.0003,0.7239414304494858,0.015971476,9390,-0.04365359072107822,0.08789828419685364,0.2
1927168,1,12.81,-0.30929797000000003,187,10,0.10494256019592285,-3.3937634468078612,0.15009765625,0.0003,0.750193963944912,0.016051821,9400,-0.044868101552128795,0.07019160687923431,0.2
1929216,1,16.72,0.56784933,189,10,0.015857994556427002,-3.5051077544689178,0.10380859375,0.0003,1.5295357912778855,0.01268778,9410,-0.028474114031996577,0.46639180183410645,0.2
1931264,1,15.92,0.8470967300000001,187,10,0.024503707885742188,-3.3349776804447173,0.138037109375,0.0003,0.7213727466762065,0.015120756,9420,-0.03453665926354006,0.05153338611125946,0.2
1933312,1,16.1,0.7063579200000001,187,10,0.10212844610214233,-3.312854325771332,0.128662109375,0.0003,0.49775192365050314,0.015975608,9430,-0.03929915966000408,0.019685864448547363,0.2
1935360,1,16.76,0.47841015000000003,187,10,-0.18759894371032715,-3.357123041152954,0.150439453125,0.0003,0.6123456738889217,0.01560494,9440,-0.04188389664050192,0.054334282875061035,0.2
1937408,1,14.5,-0.49709357,188,10,0.12053489685058594,-3.2989162683486937,0.162939453125,0.0003,0.7092742525041104,0.015919536,9450,-0.041654389700852334,0.10600200295448303,0.2
1939456,1,16.09,-0.6194000599999999,189,10,0.034777820110321045,-3.401030880212784,0.13544921875,0.0003,1.1798410266637802,0.0144936815,9460,-0.03290338555816561,0.3290552496910095,0.2
1941504,1,16.06,-0.4384115800000001,191,10,0.3123675584793091,-3.390462392568588,0.157958984375,0.0003,0.9204144194722176,0.013432067,9470,-0.04062966813798994,0.18514756858348846,0.2
1943552,1,15.58,-0.4284651100000001,191,10,0.1414751410484314,-3.427888196706772,0.172900390625,0.0003,0.9943108886480332,0.01891841,9480,-0.048001822014339265,0.22679206728935242,0.2
1945600,1,14.33,-0.671404,189,10,0.2678605914115906,-3.499024176597595,0.173876953125,0.0003,0.9281416490674019,0.01807566,9490,-0.046310441434616226,0.1472308337688446,0.2
1947648,1,16.17,-0.46704665000000006,188,10,0.31134283542633057,-3.487658381462097,0.172265625,0.0003,0.8777119919657708,0.017308494,9500,-0.044694620848167686,0.1884322613477707,0.2
1949696,1,16.84,-0.22437874000000002,174,11,0.15842163562774658,-3.431688439846039,0.153466796875,0.0003,1.1202127382159233,0.014418269,9510,-0.04069150756113231,0.29532843828201294,0.2
1951744,1,16.6,-0.50257188,188,10,0.1635999083518982,-3.4311576008796694,0.15419921875,0.0003,0.9279737919569016,0.016730249,9520,-0.042697101959493014,0.1758238524198532,0.2
1953792,1,17.29,-0.07434527999999999,189,10,0.3051610589027405,-3.446484297513962,0.17119140625,0.0003,0.8646239772439003,0.015095996,9530,-0.04519263016991317,0.16570311784744263,0.2
1955840,1,16.45,-0.18749324000000006,190,10,0.11525970697402954,-3.4429588079452516,0.154833984375,0.0003,0.8763431593775749,0.01797348,9540,-0.04462802556809038,0.19408583641052246,0.2
1957888,1,17.21,0.7437395600000001,327,6,0.18769758939743042,-3.5447348773479463,0.157080078125,0.0003,0.8855755493044853,0.017431546,9550,-0.0453004086855799,0.1772330403327942,0.2
1959936,1,16.66,0.7606144,325,6,-0.19349682331085205,-3.397057944536209,0.16630859375,0.0003,0.449223243445158,0.018889204,9560,-0.04275819312315434,-0.018714919686317444,0.2
1961984,1,16.2,0.04779802999999998,191,10,0.024134814739227295,-3.3495718061923982,0.21416015625,0.0003,0.461792403459549,0.020540629,9570,-0.05016108894487843,-0.0023445487022399902,0.2
1964032,1,16.9,0.14868657,190,10,0.0165708065032959,-3.3569398403167723,0.12255859375,0.0003,0.9476954758167266,0.012974517,9580,-0.03703844679985195,0.1779685765504837,0.2
1966080,1,14.92,0.30794187,188,10,0.07845443487167358,-3.391218066215515,0.16044921875,0.0003,0.8581071406602859,0.01651416,9590,-0.046995627076830714,0.13019055128097534,0.2
1968128,1,15.11,0.37243250000000006,188,10,0.1868753433227539,-3.3094756603240967,0.155908203125,0.0003,0.8352509751915932,0.015518693,9600,-0.039395423140376806,0.10075962543487549,0.2
1970176,1,17.4,-0.27891194999999996,190,10,0.12374335527420044,-3.245883595943451,0.16669921875,0.0003,0.8521743461489677,0.017510649,9610,-0.04346784609369934,0.12932837009429932,0.2
1972224,1,17.84,0.05509251,188,10,0.06692451238632202,-3.373703145980835,0.11298828125,0.0003,0.8717935964465141,0.012242754,9620,-0.03630012096837163,0.17949269711971283,0.2
1974272,1,15.54,0.19155369999999997,187,10,0.0919540524482727,-3.370115375518799,0.17177734375,0.0003,0.8840261250734329,0.017955385,9630,-0.04626136930892244,0.1374107301235199,0.2
1976320,1,15.56,0.12849716,188,10,0.05369222164154053,-3.3656437039375304,0.160205078125,0.0003,1.1330347999930381,0.016255766,9640,-0.04303918818477541,0.2514016330242157,0.2
1978368,1,15.73,0.59385899,188,10,0.1458052396774292,-3.2953902959823607,0.1806640625,0.0003,0.8954648122191429,0.017863873,9650,-0.042497832980006936,0.22719401121139526,0.2
1980416,1,14.97,0.18694564999999996,189,10,-0.032355308532714844,-3.270885533094406,0.169873046875,0.0003,0.6826669290661812,0.018391076,9660,-0.04514619020046666,0.04812555015087128,0.2
1982464,1,15.81,0.55442309,187,10,0.08244311809539795,-3.297203171253204,0.19638671875,0.0003,0.9735928356647492,0.016687121,9670,-0.0475752757047303,0.19925011694431305,0.2
1984512,1,16.06,0.33635301999999995,188,10,0.03509145975112915,-3.2565467715263368,0.17138671875,0.0003,0.7606046795845032,0.01722905,9680,-0.04435767838731408,0.11796516180038452,0.2
1986560,1,16.64,0.6809890200000001,187,10,0.15960919857025146,-3.397093063592911,0.2,0.0003,0.8259077429771423,0.018256731,9690,-0.042709016660228374,0.15833039581775665,0.2
1988608,1,16.35,0.7579895900000001,188,10,0.17443972826004028,-3.390938991308212,0.17275390625,0.0003,0.5823446072638034,0.019673035,9700,-0.043984095379710195,0.03401041030883789,0.2
1990656,1,15.55,0.50119807,186,10,0.043281614780426025,-3.378140169382095,0.180712890625,0.0003,0.5981920257210731,0.016799804,9710,-0.04491157475858927,0.0398334264755249,0.2
1992704,1,13.65,0.7014925800000001,187,10,0.07529622316360474,-3.293998259305954,0.171337890625,0.0003,0.7362145185470581,0.018610327,9720,-0.0437621298013255,0.11691457033157349,0.2
1994752,1,16.49,0.18836116999999994,191,10,0.03198355436325073,-3.339601743221283,0.1701171875,0.0003,0.7296108484268189,0.017836057,9730,-0.04012778489850462,0.10934913158416748,0.2
1996800,1,14.99,0.61933231,189,10,-0.040894150733947754,-3.3317689061164857,0.168359375,0.0003,0.897299712896347,0.0174924,9740,-0.04311632993631065,0.14873741567134857,0.2
1998848,1,16.19,0.48593932,188,10,0.1039312481880188,-3.3334609985351564,0.186572265625,0.0003,0.5857544563710689,0.01803977,9750,-0.04347839446272701,0.0318237841129303,0.2
2000896,1,15.24,0.63760787,185,11,0.04460376501083374,-3.303598827123642,0.172998046875,0.0003,0.693274736404419,0.018505873,9760,-0.04263702136813663,0.11824312806129456,0.2
