time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/explained_variance,train/entropy_loss,train/clip_fraction,train/learning_rate,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_range
4929536,1,12.59,0.8556536899999999,331,6,0.059139251708984375,-2.7511243879795075,0.1771484375,0.0003,0.45689970552921294,0.020883847,24060,-0.04227843184489757,0.04252012073993683,0.2
4931584,1,12.58,-0.33039941,185,11,0.166121244430542,-2.764035153388977,0.232666015625,0.0003,0.5876823931932449,0.023093097,24070,-0.047467576316557826,0.047007471323013306,0.2
4933632,1,13.22,0.24127282999999994,186,10,0.06369006633758545,-2.70168993473053,0.163232421875,0.0003,1.746218803524971,0.014004068,24080,-0.03249779543839395,0.6587402820587158,0.2
4935680,1,17.06,0.07304160000000003,186,11,0.03825950622558594,-2.927339082956314,0.188525390625,0.0003,1.2478096932172775,0.018503599,24090,-0.04254048198927194,0.3817351460456848,0.2
4937728,1,11.28,0.24144249000000007,186,10,0.2591439485549927,-2.9855813562870024,0.190283203125,0.0003,0.8501008674502373,0.020174649,24100,-0.047893631644546984,0.17134475708007812,0.2
4939776,1,15.39,-0.27404282,183,11,0.12508821487426758,-2.6603477895259857,0.161767578125,0.0003,1.4245348930358888,0.014488992,24110,-0.037874214991461486,0.48540884256362915,0.2
4941824,1,12.05,0.4698608799999999,188,10,0.14089393615722656,-2.9789039313793184,0.156787109375,0.0003,1.2135071635246277,0.018184042,24120,-0.040515463100746274,0.3863033056259155,0.2
4943872,1,12.2,0.24694032999999999,187,10,0.10780107975006104,-2.777061516046524,0.15244140625,0.0003,1.3831603109836579,0.015909383,24130,-0.035010421718470755,0.5076237320899963,0.2
4945920,1,12.19,0.7964180000000001,186,10,0.08349806070327759,-2.8367237031459807,0.20322265625,0.0003,1.261319413781166,0.017378176,24140,-0.0430901185143739,0.37787550687789917,0.2
4947968,1,11.66,0.50726191,183,11,0.13377296924591064,-2.8303399324417113,0.1802734375,0.0003,1.01758980602026,0.01558349,24150,-0.03599391602911055,0.2879972755908966,0.2
4950016,1,12.53,0.2574278199999999,185,11,0.12672817707061768,-2.624237376451492,0.18779296875,0.0003,1.2083115339279176,0.017074654,24160,-0.03804989776108414,0.48807215690612793,0.2
4952064,1,11.84,0.54399729,188,10,0.19021767377853394,-2.71330686211586,0.199853515625,0.0003,1.1399817615747452,0.017818071,24170,-0.03935007362160832,0.3252912759780884,0.2
4954112,1,11.59,0.71476207,184,11,0.17029136419296265,-2.641795498132706,0.186962890625,0.0003,1.042820705473423,0.017214034,24180,-0.041317721083760264,0.2835484743118286,0.2
4956160,1,11.13,0.5984439,181,11,0.13746190071105957,-2.774645519256592,0.1927734375,0.0003,1.0307937622070313,0.02040319,24190,-0.03923439257778227,0.29545098543167114,0.2
4958208,1,13.23,0.6151561200000001,185,11,0.21030861139297485,-2.733759695291519,0.15234375,0.0003,1.0330836445093154,0.015339438,24200,-0.03865073553752154,0.27097517251968384,0.2
4960256,1,11.98,0.7685005899999999,188,10,0.09380245208740234,-2.677427113056183,0.158544921875,0.0003,1.1094356998801231,0.016952077,24210,-0.037955299695022406,0.3010696470737457,0.2
4962304,1,14.08,-0.035409430000000054,188,10,-0.19568264484405518,-2.8852133095264434,0.142529296875,0.0003,0.9782034054398536,0.015604228,24220,-0.029393197991885243,0.32562896609306335,0.2
4964352,1,10.33,0.10699471999999996,185,11,0.2394518256187439,-2.902732765674591,0.14794921875,0.0003,1.107889936864376,0.015840435,24230,-0.03229241669178009,0.3196117877960205,0.2
4966400,1,9.95,-0.22751201999999998,186,10,-0.034866929054260254,-2.7242372393608094,0.10107421875,0.0003,1.5542546778917312,0.011132117,24240,-0.025101172178983687,0.482694149017334,0.2
4968448,1,10.95,-0.042214629999999975,185,11,0.07909512519836426,-2.7180884420871734,0.163818359375,0.0003,1.7509702056646348,0.015546074,24250,-0.033245328906923534,0.6677202582359314,0.2
4970496,1,9.79,0.05151430999999998,185,11,0.18892794847488403,-2.7608731746673585,0.15302734375,0.0003,1.5633292347192764,0.016924031,24260,-0.03478797157295048,0.47004473209381104,0.2
4972544,1,9.48,-0.1998288800000001,183,11,0.19275039434432983,-2.7277414917945864,0.177587890625,0.0003,1.4220619291067123,0.016609706,24270,-0.03402301415335387,0.46646028757095337,0.2
4974592,1,14.37,0.28560764000000005,185,11,0.16836470365524292,-2.6487173974514007,0.169189453125,0.0003,1.4668706417083741,0.013946425,24280,-0.03585660092066974,0.4999106526374817,0.2
4976640,1,13.98,0.042125080000000016,185,11,0.13533544540405273,-2.8601379096508026,0.16396484375,0.0003,1.1299737408757209,0.016822033,24290,-0.03444490940310061,0.36249840259552,0.2
4978688,1,14.66,0.47191232,189,10,0.21732741594314575,-2.817597025632858,0.171728515625,0.0003,1.2208910331130027,0.01749209,24300,-0.043229075521230696,0.453194260597229,0.2
4980736,1,13.62,-0.008071880000000049,184,11,0.09570592641830444,-2.8644138276576996,0.18984375,0.0003,1.2008095771074294,0.01905994,24310,-0.04158248684834689,0.3675817847251892,0.2
4982784,1,10.07,-0.23918703000000005,184,11,0.16466039419174194,-2.84476198554039,0.17900390625,0.0003,1.0399732157588004,0.016915297,24320,-0.04364213934750296,0.2748979926109314,0.2
4984832,1,10.72,0.2035659299999999,185,11,0.15500617027282715,-2.665358066558838,0.142626953125,0.0003,1.3068666815757752,0.014303346,24330,-0.027231601113453508,0.4080325961112976,0.2
4986880,1,12.09,0.12712205000000001,186,11,0.17863380908966064,-2.6966834127902986,0.194384765625,0.0003,1.1683634728193284,0.019901123,24340,-0.036139268695842476,0.40318912267684937,0.2
4988928,1,10.38,-0.16234010000000004,187,10,0.25187617540359497,-2.7686080753803255,0.150048828125,0.0003,1.0578479200601578,0.016401142,24350,-0.03873242230620235,0.2854814827442169,0.2
4990976,1,10.99,0.14823383,184,11,0.11703675985336304,-2.734186953306198,0.1560546875,0.0003,1.3529452323913573,0.019851526,24360,-0.03822549170581624,0.5050778985023499,0.2
4993024,1,11.01,0.061607729999999944,185,11,0.13934963941574097,-2.8259618103504183,0.1572265625,0.0003,1.154350371658802,0.018019244,24370,-0.03298984434222803,0.32658249139785767,0.2
4995072,1,15.82,-0.03479440000000001,187,10,0.21752941608428955,-2.730426347255707,0.17392578125,0.0003,1.0298978745937348,0.018115086,24380,-0.03846739649306983,0.33900851011276245,0.2
4997120,1,10.42,0.14351864999999997,185,11,0.15866786241531372,-2.925687450170517,0.165185546875,0.0003,1.0960207760334015,0.017793117,24390,-0.04336742095183581,0.31473416090011597,0.2
4999168,1,12.1,0.5734798999999999,188,10,0.09460633993148804,-2.7697697222232818,0.153369140625,0.0003,1.2137039288878442,0.016412409,24400,-0.03839566840324551,0.35982179641723633,0.2
5001216,1,13.05,0.16772561000000002,187,10,0.10297083854675293,-2.7381240010261534,0.132763671875,0.0003,1.1561474844813346,0.016635245,24410,-0.03240569164045155,0.33852386474609375,0.2
5003264,1,10.32,0.95487333,186,11,0.17814528942108154,-2.8142893612384796,0.181640625,0.0003,1.1661892622709273,0.017945856,24420,-0.03882585070095956,0.3861241340637207,0.2
5005312,1,10.45,0.8318624,188,10,-0.03624236583709717,-2.7290658593177795,0.165869140625,0.0003,0.25321451723575594,0.01849116,24430,-0.03664364154683426,-0.028787270188331604,0.2
5007360,1,13.3,0.61689005,186,10,0.04345458745956421,-2.8403431475162506,0.180029296875,0.0003,0.4478193365037441,0.018645713,24440,-0.035414074920117854,0.03856739401817322,0.2
5009408,1,13.97,-0.25803371000000014,187,10,0.08077412843704224,-2.9640935480594637,0.208349609375,0.0003,0.848509992659092,0.01967863,24450,-0.04351761257275939,0.16887205839157104,0.2
5011456,1,14.17,-0.41854578,187,10,0.005014300346374512,-2.8337546646595,0.148388671875,0.0003,1.6562691539525987,0.013852896,24460,-0.0300893391482532,0.5877406597137451,0.2
5013504,1,15.32,-0.2570868600000001,187,10,0.13155877590179443,-2.8791510105133056,0.1830078125,0.0003,1.3488458663225174,0.018102419,24470,-0.04346351472195238,0.41993820667266846,0.2
5015552,1,16.15,-0.24241268999999996,191,10,0.10346001386642456,-2.9734070003032684,0.191064453125,0.0003,1.0477069899439813,0.023073912,24480,-0.04705110308714211,0.31271758675575256,0.2
5017600,1,16.34,-0.2613533,189,10,0.09982454776763916,-2.961989778280258,0.18193359375,0.0003,1.1714048713445664,0.018318962,24490,-0.04410719105508178,0.4174705445766449,0.2
5019648,1,16.42,-0.28066884,187,10,0.05814981460571289,-3.003536248207092,0.161865234375,0.0003,1.2302430242300033,0.01692633,24500,-0.04359073550440371,0.3821665942668915,0.2
5021696,1,15.98,-0.6634764899999999,175,11,0.08520323038101196,-2.9472046315670015,0.194970703125,0.0003,1.1732026398181916,0.020003185,24510,-0.04727059833239764,0.33964478969573975,0.2
5023744,1,16.05,-0.30124536999999996,190,10,0.1385481357574463,-3.00294286608696,0.174755859375,0.0003,1.0707399889826774,0.017789684,24520,-0.04531900187721476,0.2707689702510834,0.2
5025792,1,16.61,0.11396853999999995,188,10,0.1846102476119995,-2.9334783613681794,0.193408203125,0.0003,0.9135032698512078,0.01850215,24530,-0.04850639912765473,0.26159387826919556,0.2
5027840,1,16.91,0.27450657,189,10,0.1435551643371582,-2.95779944062233,0.166552734375,0.0003,0.9259431272745132,0.016843423,24540,-0.04208986950106919,0.2452014982700348,0.2
5029888,1,13.0,0.8635652400000001,315,6,0.10738062858581543,-2.932776963710785,0.194287109375,0.0003,1.0504909366369248,0.019740613,24550,-0.04275650621857494,0.3154582977294922,0.2
5031936,1,13.45,0.8449761199999999,322,6,-0.15904760360717773,-2.9241278946399687,0.20146484375,0.0003,0.4836596749722958,0.022247829,24560,-0.046720438927877694,0.03363880515098572,0.2
5033984,1,13.75,0.13534874,189,10,0.14360719919204712,-2.9348706126213076,0.2125,0.0003,0.38150770142674445,0.02204274,24570,-0.048169089527800676,-0.022995322942733765,0.2
5036032,1,13.26,0.21895779000000004,186,10,0.14222854375839233,-2.850163370370865,0.174462890625,0.0003,1.0317104399204253,0.017000258,24580,-0.04196830622386187,0.2531716525554657,0.2
5038080,1,14.74,-0.13374605000000003,189,10,0.11712074279785156,-2.745540863275528,0.196875,0.0003,1.3538887590169906,0.018765893,24590,-0.041819893498905004,0.4435681998729706,0.2
5040128,1,13.96,0.20659453000000003,183,11,0.06769394874572754,-2.9403149604797365,0.195458984375,0.0003,1.1063442841172217,0.02045288,24600,-0.04474893189035356,0.36369001865386963,0.2
5042176,1,14.86,-0.05727104000000001,180,11,0.14959239959716797,-2.825659382343292,0.202294921875,0.0003,1.07668467015028,0.018813662,24610,-0.04582197023555636,0.3875156044960022,0.2
5044224,1,15.14,0.18003527000000003,183,11,0.1274118423461914,-2.9169562458992004,0.189501953125,0.0003,1.170073112845421,0.019839717,24620,-0.041548670141492036,0.337170273065567,0.2
5046272,1,16.06,-0.12546263,184,11,0.1063300371170044,-2.8866530418395997,0.165087890625,0.0003,1.0992167979478835,0.01600328,24630,-0.04121250252937898,0.3581755757331848,0.2
5048320,1,11.21,-0.40642943000000004,186,10,0.11077606678009033,-2.926888656616211,0.16904296875,0.0003,1.199547865986824,0.015873298,24640,-0.04087113079149276,0.3500225841999054,0.2
5050368,1,13.2,0.15745954,189,10,0.06310796737670898,-2.7470729768276216,0.144970703125,0.0003,1.7222357124090195,0.016002886,24650,-0.03776242623571306,0.5497032403945923,0.2
5052416,1,13.7,0.33337721000000003,186,10,0.15200656652450562,-2.762993460893631,0.177001953125,0.0003,1.3036969035863877,0.016000537,24660,-0.03826952202944085,0.39812254905700684,0.2
5054464,1,14.89,-0.03206052999999999,185,11,0.11247318983078003,-2.7958816647529603,0.186767578125,0.0003,0.9665150612592697,0.0163473,24670,-0.040985278855077925,0.23152339458465576,0.2
5056512,1,13.74,0.51869919,189,10,0.16404539346694946,-2.8276014983654023,0.15869140625,0.0003,1.1821728363633155,0.017752582,24680,-0.03936122423037887,0.29438239336013794,0.2
5058560,1,12.94,0.45490804999999995,186,10,0.07763874530792236,-2.6978596270084383,0.17783203125,0.0003,1.1331728383898736,0.019393437,24690,-0.040457258303649726,0.34330546855926514,0.2
5060608,1,10.99,0.35464910000000005,189,10,0.10309767723083496,-2.6412239193916323,0.17802734375,0.0003,1.1189222574234008,0.017450256,24700,-0.04128434981685132,0.36853933334350586,0.2
5062656,1,11.81,0.74568192,186,11,0.0015277862548828125,-2.7446659386157988,0.19541015625,0.0003,1.2794043689966201,0.018170325,24710,-0.04258374753408134,0.40100225806236267,0.2
5064704,1,14.48,0.6277416600000001,187,10,0.048577189445495605,-2.617820346355438,0.1431640625,0.0003,0.8607448115944862,0.017321946,24720,-0.03331725088646635,0.19086268544197083,0.2
5066752,1,12.73,0.6829835499999999,183,11,0.1624840497970581,-2.849743592739105,0.172509765625,0.0003,0.9395961374044418,0.018516287,24730,-0.03935229497728869,0.2916925549507141,0.2
5068800,1,13.6,0.2256357300000001,181,11,0.040920138359069824,-2.956711357831955,0.2078125,0.0003,0.9176141723990441,0.020085631,24740,-0.04157278564525768,0.2858353853225708,0.2
5070848,1,14.86,0.5917210399999999,186,10,0.2540835738182068,-2.8077202141284943,0.165478515625,0.0003,1.023859104514122,0.01506353,24750,-0.04377071608323604,0.22129496932029724,0.2
5072896,1,15.64,-0.07985315999999998,187,10,0.17851144075393677,-2.8800395011901854,0.195703125,0.0003,0.8532438293099404,0.02044629,24760,-0.04766683927737177,0.17607106268405914,0.2
5074944,1,14.52,0.70767064,188,10,0.005904078483581543,-2.935106670856476,0.18212890625,0.0003,1.2866187334060668,0.020247325,24770,-0.04181240745820105,0.42437422275543213,0.2
5076992,1,13.72,0.53843684,187,10,0.1778377890586853,-2.808092588186264,0.13037109375,0.0003,0.7526293590664863,0.015343108,24780,-0.03592714592814446,0.16349157691001892,0.2
5079040,1,11.83,0.8079496,186,10,0.21970200538635254,-2.8174930036067964,0.19580078125,0.0003,0.870335541665554,0.02246385,24790,-0.044714089133776724,0.26748570799827576,0.2
5081088,1,15.24,0.3256726499999999,189,10,0.14372920989990234,-2.8628333032131197,0.179736328125,0.0003,0.6878103017807007,0.018777462,24800,-0.03949314773781225,0.18398897349834442,0.2
5083136,1,11.91,0.530195,184,11,0.1837247610092163,-2.844536656141281,0.165087890625,0.0003,0.9405883967876434,0.01685353,24810,-0.04086360917426646,0.26414087414741516,0.2
5085184,1,14.69,0.7377013099999999,186,10,0.046976685523986816,-2.878891485929489,0.158642578125,0.0003,1.0161045402288438,0.017551176,24820,-0.04342534295283258,0.2869676649570465,0.2
5087232,1,14.69,0.6638046900000001,189,10,0.13580387830734253,-2.782800018787384,0.1828125,0.0003,0.8302448719739914,0.01821722,24830,-0.04009738671593368,0.1870422065258026,0.2
5089280,1,14.4,0.27458625999999997,186,10,0.28824537992477417,-2.8203548789024353,0.1943359375,0.0003,0.6806258782744408,0.02016003,24840,-0.04668122254079208,0.12109692394733429,0.2
5091328,1,12.86,0.9315874500000001,184,11,0.1012149453163147,-2.789965808391571,0.178076171875,0.0003,1.1334452405571938,0.017170949,24850,-0.04093662120867521,0.29268425703048706,0.2
5093376,1,16.06,0.04816316999999999,189,10,0.05823671817779541,-2.840776127576828,0.171337890625,0.0003,0.7586799949407578,0.017449848,24860,-0.04114681286737323,0.1963689625263214,0.2
5095424,1,15.7,0.059255289999999974,183,11,0.06988316774368286,-2.874324971437454,0.139501953125,0.0003,1.2492435902357102,0.015888918,24870,-0.04096788045717403,0.3632146716117859,0.2
5097472,1,12.44,0.6491949400000001,187,10,0.07085824012756348,-2.863540381193161,0.174951171875,0.0003,1.105426786839962,0.017236501,24880,-0.04252569314558059,0.3423868715763092,0.2
5099520,1,15.69,0.14784438999999996,187,10,0.04302030801773071,-2.800581228733063,0.1857421875,0.0003,0.9617923840880394,0.020068724,24890,-0.04273247194942087,0.2728901207447052,0.2
5101568,1,12.63,0.5072566500000001,184,11,0.06491392850875854,-2.878039908409119,0.199365234375,0.0003,1.1380834341049195,0.020634146,24900,-0.048094864026643334,0.33416494727134705,0.2
5103616,1,12.24,0.6724993199999999,184,11,0.07223272323608398,-2.8231395304203035,0.170361328125,0.0003,1.1285073593258859,0.018313373,24910,-0.03804292504210025,0.38825923204421997,0.2
5105664,1,12.58,0.35776683,177,11,0.04980438947677612,-2.5430896818637847,0.185400390625,0.0003,1.3023288190364837,0.014739117,24920,-0.03794773598201573,0.4557819962501526,0.2
5107712,1,11.75,0.6431728600000001,184,11,0.15483152866363525,-2.7097058951854707,0.16787109375,0.0003,1.0855969041585922,0.01621799,24930,-0.04088261271826923,0.23605382442474365,0.2
5109760,1,12.89,0.542926,186,10,0.16195476055145264,-2.7555352330207823,0.170166015625,0.0003,1.0658955186605454,0.019480495,24940,-0.039410264370962976,0.20355874300003052,0.2
5111808,1,14.18,-0.38549257000000003,184,11,0.21447956562042236,-2.732705593109131,0.187158203125,0.0003,0.8689683690667153,0.019399378,24950,-0.03984836905729026,0.2022494524717331,0.2
5113856,1,13.92,-0.45899396,184,11,0.10301607847213745,-2.7751789152622224,0.170947265625,0.0003,1.463860896229744,0.016662678,24960,-0.037851901212707165,0.5336483120918274,0.2
5115904,1,15.12,-0.2523457,188,10,0.09514033794403076,-2.7496200442314147,0.152001953125,0.0003,1.4206582903862,0.0156276,24970,-0.03709815538022667,0.4664674997329712,0.2
5117952,1,15.85,-0.07283094,190,10,0.19147443771362305,-2.8478796184062958,0.185546875,0.0003,1.0783671289682388,0.017647143,24980,-0.04378956502769142,0.3229299485683441,0.2
5120000,1,16.88,0.12640938000000002,188,10,0.2200908660888672,-2.828674131631851,0.144384765625,0.0003,0.9103688955307007,0.016207939,24990,-0.03827119643101469,0.19236288964748383,0.2
5122048,1,15.76,-0.07464239000000003,186,11,0.22415608167648315,-2.865011286735535,0.164111328125,0.0003,0.9271097004413604,0.01596429,25000,-0.040941772796213624,0.27597662806510925,0.2
5124096,1,15.41,0.08195644000000002,174,11,0.20789766311645508,-2.926724982261658,0.1650390625,0.0003,1.0017520308494567,0.017241508,25010,-0.04216857107821852,0.2935243248939514,0.2
5126144,1,15.73,-0.16007927999999993,189,10,0.36219096183776855,-2.8901386976242067,0.2044921875,0.0003,0.8707329720258713,0.018527709,25020,-0.0446134575875476,0.2377002090215683,0.2
5128192,1,15.96,-0.33310774000000004,187,10,0.2523706555366516,-2.8987579345703125,0.188330078125,0.0003,1.1334643065929413,0.018709749,25030,-0.043591310572810474,0.3569735288619995,0.2
5130240,1,16.55,-0.06666909999999997,188,10,0.2474900484085083,-2.929477095603943,0.19130859375,0.0003,1.0176656767725945,0.019222341,25040,-0.04193241624161601,0.28648197650909424,0.2
5132288,1,13.64,1.05596662,310,6,0.23441606760025024,-2.9042890310287475,0.171142578125,0.0003,0.9857975125312806,0.016759634,25050,-0.04451806133147329,0.2811199724674225,0.2
5134336,1,13.79,0.85116127,328,6,-0.5041236877441406,-2.7884320974349976,0.18583984375,0.0003,0.34881579093635084,0.021279136,25060,-0.0426533647114411,-0.0683334544301033,0.2
5136384,1,14.66,-0.10084453000000002,189,10,0.02916020154953003,-2.7563973367214203,0.184228515625,0.0003,0.4533233501017094,0.019445539,25070,-0.043486967671196905,0.0431443452835083,0.2
5138432,1,14.51,0.23933190000000007,185,11,0.21832793951034546,-2.9010877788066862,0.119775390625,0.0003,0.9853004887700081,0.014485676,25080,-0.031191262346692384,0.2791728377342224,0.2
5140480,1,16.29,0.49488522999999995,187,10,0.1313832402229309,-2.838922256231308,0.156005859375,0.0003,1.0280171528458595,0.016477257,25090,-0.040570897317957134,0.3016422688961029,0.2
5142528,1,11.73,0.047359049999999986,186,10,0.14042091369628906,-2.8652238309383393,0.2115234375,0.0003,0.9203921779990196,0.022320375,25100,-0.04851508741267026,0.16537734866142273,0.2
5144576,1,14.89,0.36734897999999994,185,11,0.1172112226486206,-2.685377037525177,0.161376953125,0.0003,1.4112086594104767,0.017118245,25110,-0.03884759218199178,0.4920763075351715,0.2
5146624,1,12.03,0.38825449000000006,185,11,0.22027450799942017,-2.800110822916031,0.179150390625,0.0003,0.8841756016016007,0.020736359,25120,-0.046354422345757484,0.19776315987110138,0.2
5148672,1,15.76,0.20170407,188,10,0.04242897033691406,-2.669882279634476,0.191845703125,0.0003,1.2569103330373763,0.021475676,25130,-0.043344494013581425,0.4494992792606354,0.2
5150720,1,13.76,0.4511266500000001,188,10,0.23569637537002563,-2.8434615671634673,0.168212890625,0.0003,0.9351825043559074,0.018989908,25140,-0.04233037516241893,0.24601615965366364,0.2
5152768,1,14.24,0.9207395699999998,188,10,0.20826971530914307,-2.7124043345451354,0.19072265625,0.0003,1.0420242905616761,0.02308175,25150,-0.04085078560747206,0.33068135380744934,0.2
5154816,1,15.16,0.42571449,188,10,0.21790486574172974,-2.7669910907745363,0.17509765625,0.0003,0.6550788834691048,0.0179831,25160,-0.0373608410358429,0.14175176620483398,0.2
5156864,1,13.82,0.2885338499999999,185,11,0.179449200630188,-2.805380082130432,0.185498046875,0.0003,0.986823096871376,0.020681936,25170,-0.0411329505732283,0.2667679786682129,0.2
5158912,1,15.0,0.8281088600000001,187,10,0.13750618696212769,-2.708210176229477,0.164404296875,0.0003,1.2689549535512925,0.01605665,25180,-0.03505999080371112,0.38246744871139526,0.2
5160960,1,14.85,0.9076929499999999,187,10,0.14441615343093872,-2.6807914853096007,0.165185546875,0.0003,0.822863121330738,0.019337168,25190,-0.04096749429591,0.2331135869026184,0.2
5163008,1,15.01,0.6964112799999999,184,11,0.3173970580101013,-2.7614588737487793,0.180908203125,0.0003,0.503655456006527,0.018649362,25200,-0.042282807733863594,0.032708168029785156,0.2
5165056,1,14.4,0.77232576,186,10,0.14927679300308228,-2.7672445595264437,0.163037109375,0.0003,1.0648533433675766,0.01727385,25210,-0.040108878468163314,0.22841095924377441,0.2
5167104,1,14.7,0.5943592700000001,184,11,0.17679667472839355,-2.740331208705902,0.181982421875,0.0003,0.8180672898888588,0.018856425,25220,-0.040551449707709256,0.2238624095916748,0.2
5169152,1,12.51,0.97132886,185,11,0.16957128047943115,-2.77325986623764,0.18974609375,0.0003,1.095306472480297,0.018911585,25230,-0.03961896743858233,0.31337982416152954,0.2
5171200,1,12.29,-0.17416301999999992,186,10,0.12209683656692505,-2.618547773361206,0.171044921875,0.0003,0.9155758649110795,0.015652914,25240,-0.03772552856244147,0.2350473403930664,0.2
5173248,1,13.94,0.8013960099999999,183,11,0.22443729639053345,-2.8275729060173034,0.149072265625,0.0003,1.2812523245811462,0.017299965,25250,-0.03675773146096617,0.4496660828590393,0.2
5175296,1,14.51,0.8592496399999997,187,10,0.21625268459320068,-2.6915172934532166,0.168115234375,0.0003,0.7956220179796218,0.016511671,25260,-0.039190271752886474,0.17896141111850739,0.2
5177344,1,10.76,0.06082270999999999,184,11,0.14728277921676636,-2.6753467202186583,0.16796875,0.0003,0.7534788236021995,0.019047305,25270,-0.03978136613732204,0.11144194006919861,0.2
5179392,1,12.75,-0.12429889,185,11,0.08726322650909424,-2.6421334207057954,0.122119140625,0.0003,1.5970973044633865,0.014932677,25280,-0.026260125706903635,0.5354472994804382,0.2
5181440,1,10.31,0.006205889999999976,186,10,0.06895583868026733,-2.827009212970734,0.185546875,0.0003,1.4132573425769805,0.018371867,25290,-0.04185387147590518,0.3910789489746094,0.2
5183488,1,13.4,0.7956898699999999,185,11,0.1775895357131958,-2.6469470858573914,0.200146484375,0.0003,1.395477631688118,0.022738172,25300,-0.03674442748888396,0.46283066272735596,0.2
5185536,1,12.5,0.10843567000000003,184,11,0.154666006565094,-2.6653003215789797,0.167138671875,0.0003,0.8569842651486397,0.015747529,25310,-0.03401963636279106,0.2267952859401703,0.2
5187584,1,13.62,0.4355535499999999,183,11,0.18002605438232422,-2.860097122192383,0.190576171875,0.0003,1.2942345499992371,0.015520473,25320,-0.04257866991683841,0.4307117760181427,0.2
5189632,1,12.13,0.26129416,185,11,0.2510020136833191,-2.7315119802951813,0.173193359375,0.0003,0.8724523231387138,0.01888024,25330,-0.03860352847259492,0.21503569185733795,0.2
5191680,1,12.87,0.12067228,185,11,0.24919182062149048,-2.8079754769802094,0.188330078125,0.0003,1.1596832409501077,0.017238747,25340,-0.03967257852200419,0.3038797974586487,0.2
5193728,1,13.41,0.62161663,184,11,0.15432721376419067,-2.714033508300781,0.1361328125,0.0003,1.3577729046344758,0.014140091,25350,-0.03458536705002189,0.5322540402412415,0.2
5195776,1,12.46,-0.008433939999999952,185,11,0.18224555253982544,-2.8075203716754915,0.1564453125,0.0003,1.008281336724758,0.015864398,25360,-0.03464132468216121,0.3234594464302063,0.2
5197824,1,13.75,0.6818676699999999,182,11,0.11009091138839722,-2.769707351922989,0.176318359375,0.0003,1.3027958303689957,0.017445853,25370,-0.039173887902870776,0.39748236536979675,0.2
5199872,1,12.38,-0.08158969,187,10,0.1048477292060852,-2.7194933176040648,0.1671875,0.0003,0.9764152288436889,0.016474016,25380,-0.03584240609779954,0.2993997633457184,0.2
5201920,1,13.83,0.13474659999999994,185,11,0.14650022983551025,-2.7618004620075225,0.15205078125,0.0003,1.5448131531476974,0.015898442,25390,-0.03603462688624859,0.51682049036026,0.2
5203968,1,10.53,0.30478039999999995,187,10,0.12885034084320068,-2.8070605397224426,0.16708984375,0.0003,1.3225183099508286,0.01698063,25400,-0.03706302178325131,0.41528868675231934,0.2
5206016,1,11.61,0.22026943,184,11,0.08883076906204224,-2.7686272263526917,0.136279296875,0.0003,1.3590437382459641,0.013911957,25410,-0.033069558604620394,0.5166406631469727,0.2
5208064,1,12.46,0.32306873,184,11,0.11983335018157959,-2.796474575996399,0.145703125,0.0003,1.2199544996023177,0.014734859,25420,-0.0324364893254824,0.43085554242134094,0.2
5210112,1,13.93,0.15241301,185,11,0.0926939845085144,-2.8424788534641268,0.178125,0.0003,1.2692855328321457,0.021708662,25430,-0.03790466915816069,0.4434967041015625,0.2
5212160,1,13.37,0.48408608000000003,188,10,0.022833943367004395,-2.7896571695804595,0.15595703125,0.0003,1.293774461746216,0.014713868,25440,-0.0352843152009882,0.45645633339881897,0.2
5214208,1,14.66,-0.19561378000000001,186,10,0.13731098175048828,-2.683738774061203,0.160986328125,0.0003,1.2166587084531784,0.015350047,25450,-0.033215437090257184,0.47897595167160034,0.2
5216256,1,14.64,-0.6523312,189,10,0.17426854372024536,-2.901771104335785,0.151220703125,0.0003,1.2303897172212601,0.016024867,25460,-0.035201385826803745,0.3820801377296448,0.2
5218304,1,14.45,-0.59358301,184,11,0.16790050268173218,-2.8867281317710876,0.171923828125,0.0003,1.2396009892225266,0.016092943,25470,-0.03818845192436129,0.3437527120113373,0.2
5220352,1,15.85,-0.37717803000000005,186,10,0.170629620552063,-2.9887858867645263,0.221533203125,0.0003,1.152695794403553,0.020994894,25480,-0.04797524553723633,0.3356087803840637,0.2
5222400,1,15.63,0.002758850000000017,188,10,0.2105715274810791,-3.023554080724716,0.18427734375,0.0003,1.0167686015367507,0.019589715,25490,-0.04343765766825527,0.3131399154663086,0.2
5224448,1,16.62,-0.21826258999999998,187,10,0.2594345211982727,-2.959464377164841,0.193994140625,0.0003,0.8951480463147163,0.019766595,25500,-0.0468975295778364,0.24001911282539368,0.2
5226496,1,16.84,0.0015048900000000475,175,11,0.2644323706626892,-3.0340060591697693,0.20498046875,0.0003,0.9991445764899254,0.021014502,25510,-0.0461408014409244,0.32900768518447876,0.2
5228544,1,15.51,-0.21024855999999992,188,10,0.16571849584579468,-2.969019043445587,0.182470703125,0.0003,1.0068006321787835,0.019101001,25520,-0.04402865883894265,0.24550002813339233,0.2
5230592,1,16.03,-0.26853016,186,11,0.2662801742553711,-2.9703188240528107,0.216455078125,0.0003,0.9405442595481872,0.019729966,25530,-0.045770976576022804,0.21334949135780334,0.2
