MODEL 28600 vs ALL
GAMES_PER_OPPONENT=100

ppo_model_100.zip | W:100 L:0 D:0 | WR:100.00% | AVG_STEPS:5.6
ppo_model_1000.zip | W:97 L:3 D:0 | WR:97.00% | AVG_STEPS:6.5
ppo_model_10000.zip | W:74 L:26 D:0 | WR:74.00% | AVG_STEPS:6.9
ppo_model_10050.zip | W:96 L:4 D:0 | WR:96.00% | AVG_STEPS:7.1
ppo_model_10100.zip | W:71 L:29 D:0 | WR:71.00% | AVG_STEPS:6.1
ppo_model_10150.zip | W:69 L:31 D:0 | WR:69.00% | AVG_STEPS:6.2
ppo_model_10200.zip | W:72 L:28 D:0 | WR:72.00% | AVG_STEPS:5.9
ppo_model_10250.zip | W:71 L:29 D:0 | WR:71.00% | AVG_STEPS:6.5
ppo_model_10300.zip | W:64 L:36 D:0 | WR:64.00% | AVG_STEPS:5.8
ppo_model_10350.zip | W:84 L:16 D:0 | WR:84.00% | AVG_STEPS:6.2
ppo_model_10400.zip | W:83 L:17 D:0 | WR:83.00% | AVG_STEPS:6.9
ppo_model_10450.zip | W:87 L:13 D:0 | WR:87.00% | AVG_STEPS:6.5
ppo_model_1050.zip | W:85 L:15 D:0 | WR:85.00% | AVG_STEPS:6.8
ppo_model_10500.zip | W:84 L:16 D:0 | WR:84.00% | AVG_STEPS:6.0
ppo_model_10550.zip | W:87 L:13 D:0 | WR:87.00% | AVG_STEPS:6.5
ppo_model_10600.zip | W:68 L:32 D:0 | WR:68.00% | AVG_STEPS:7.6
ppo_model_10650.zip | W:62 L:38 D:0 | WR:62.00% | AVG_STEPS:7.0
ppo_model_10700.zip | W:74 L:26 D:0 | WR:74.00% | AVG_STEPS:7.3
ppo_model_10750.zip | W:65 L:35 D:0 | WR:65.00% | AVG_STEPS:6.8
ppo_model_10800.zip | W:69 L:31 D:0 | WR:69.00% | AVG_STEPS:8.2
ppo_model_10850.zip | W:60 L:40 D:0 | WR:60.00% | AVG_STEPS:5.9
ppo_model_10900.zip | W:37 L:63 D:0 | WR:37.00% | AVG_STEPS:5.4
ppo_model_10950.zip | W:34 L:66 D:0 | WR:34.00% | AVG_STEPS:5.1
ppo_model_1100.zip | W:91 L:9 D:0 | WR:91.00% | AVG_STEPS:6.9
ppo_model_11000.zip | W:63 L:37 D:0 | WR:63.00% | AVG_STEPS:5.8
ppo_model_11050.zip | W:39 L:61 D:0 | WR:39.00% | AVG_STEPS:5.4
ppo_model_11100.zip | W:45 L:55 D:0 | WR:45.00% | AVG_STEPS:5.6
ppo_model_11150.zip | W:44 L:56 D:0 | WR:44.00% | AVG_STEPS:5.6
ppo_model_11200.zip | W:71 L:29 D:0 | WR:71.00% | AVG_STEPS:6.6
ppo_model_11250.zip | W:70 L:30 D:0 | WR:70.00% | AVG_STEPS:6.3
ppo_model_11300.zip | W:75 L:25 D:0 | WR:75.00% | AVG_STEPS:6.0
ppo_model_11350.zip | W:82 L:18 D:0 | WR:82.00% | AVG_STEPS:6.5
ppo_model_11400.zip | W:71 L:29 D:0 | WR:71.00% | AVG_STEPS:5.5
ppo_model_11450.zip | W:74 L:26 D:0 | WR:74.00% | AVG_STEPS:5.8
ppo_model_1150.zip | W:79 L:21 D:0 | WR:79.00% | AVG_STEPS:6.5
ppo_model_11500.zip | W:59 L:41 D:0 | WR:59.00% | AVG_STEPS:5.3
ppo_model_11550.zip | W:78 L:22 D:0 | WR:78.00% | AVG_STEPS:5.6
ppo_model_11600.zip | W:89 L:11 D:0 | WR:89.00% | AVG_STEPS:6.8
ppo_model_11650.zip | W:69 L:31 D:0 | WR:69.00% | AVG_STEPS:8.1
ppo_model_11700.zip | W:88 L:12 D:0 | WR:88.00% | AVG_STEPS:7.7
ppo_model_11750.zip | W:90 L:10 D:0 | WR:90.00% | AVG_STEPS:6.8
ppo_model_11800.zip | W:80 L:20 D:0 | WR:80.00% | AVG_STEPS:7.6
ppo_model_11850.zip | W:87 L:13 D:0 | WR:87.00% | AVG_STEPS:6.7
ppo_model_11900.zip | W:94 L:6 D:0 | WR:94.00% | AVG_STEPS:6.7
ppo_model_11950.zip | W:96 L:4 D:0 | WR:96.00% | AVG_STEPS:6.4
ppo_model_1200.zip | W:64 L:36 D:0 | WR:64.00% | AVG_STEPS:6.0
ppo_model_12000.zip | W:92 L:8 D:0 | WR:92.00% | AVG_STEPS:8.7
ppo_model_12050.zip | W:71 L:29 D:0 | WR:71.00% | AVG_STEPS:6.3
ppo_model_12100.zip | W:76 L:24 D:0 | WR:76.00% | AVG_STEPS:5.9
ppo_model_12150.zip | W:73 L:27 D:0 | WR:73.00% | AVG_STEPS:7.1
ppo_model_12200.zip | W:83 L:17 D:0 | WR:83.00% | AVG_STEPS:7.4
ppo_model_12250.zip | W:91 L:9 D:0 | WR:91.00% | AVG_STEPS:6.8
ppo_model_12300.zip | W:91 L:9 D:0 | WR:91.00% | AVG_STEPS:8.3
ppo_model_12350.zip | W:82 L:18 D:0 | WR:82.00% | AVG_STEPS:7.7
ppo_model_12400.zip | W:91 L:9 D:0 | WR:91.00% | AVG_STEPS:6.9
