ppo_model_400 vs ppo_model_350 | score=0.0 | exp=0.50 | 1500->1499 | 1500->1501
ppo_model_400 vs ppo_model_300 | score=1.0 | exp=0.50 | 1499->1500 | 1500->1499
ppo_model_400 vs ppo_model_250 | score=1.0 | exp=0.50 | 1500->1501 | 1500->1499
ppo_model_400 vs ppo_model_200 | score=1.0 | exp=0.50 | 1501->1502 | 1500->1499
ppo_model_400 vs ppo_model_150 | score=1.0 | exp=0.50 | 1502->1503 | 1500->1499
ppo_model_400 vs ppo_model_100 | score=1.0 | exp=0.50 | 1503->1504 | 1500->1499
ppo_model_400 vs ppo_model_50 | score=1.0 | exp=0.51 | 1504->1505 | 1500->1499
ppo_model_400 vs ppo_model_450 | score=1.0 | exp=0.51 | 1505->1506 | 1500->1499
ppo_model_350 vs ppo_model_300 | score=1.0 | exp=0.50 | 1501->1502 | 1499->1498
ppo_model_350 vs ppo_model_250 | score=1.0 | exp=0.50 | 1502->1503 | 1499->1498
ppo_model_350 vs ppo_model_200 | score=1.0 | exp=0.51 | 1503->1504 | 1499->1498
ppo_model_350 vs ppo_model_150 | score=1.0 | exp=0.51 | 1504->1505 | 1499->1498
ppo_model_350 vs ppo_model_100 | score=1.0 | exp=0.51 | 1505->1506 | 1499->1498
ppo_model_350 vs ppo_model_50 | score=1.0 | exp=0.51 | 1506->1507 | 1499->1498
ppo_model_350 vs ppo_model_450 | score=1.0 | exp=0.51 | 1507->1508 | 1499->1498
ppo_model_300 vs ppo_model_250 | score=0.0 | exp=0.50 | 1498->1497 | 1498->1499
ppo_model_300 vs ppo_model_200 | score=1.0 | exp=0.50 | 1497->1498 | 1498->1497
ppo_model_300 vs ppo_model_150 | score=1.0 | exp=0.50 | 1498->1499 | 1498->1497
ppo_model_300 vs ppo_model_100 | score=1.0 | exp=0.50 | 1499->1500 | 1498->1497
ppo_model_300 vs ppo_model_50 | score=1.0 | exp=0.50 | 1500->1501 | 1498->1497
ppo_model_300 vs ppo_model_450 | score=0.0 | exp=0.50 | 1501->1500 | 1498->1499
ppo_model_250 vs ppo_model_200 | score=1.0 | exp=0.50 | 1499->1500 | 1497->1496
ppo_model_250 vs ppo_model_150 | score=1.0 | exp=0.50 | 1500->1501 | 1497->1496
ppo_model_250 vs ppo_model_100 | score=1.0 | exp=0.51 | 1501->1502 | 1497->1496
ppo_model_250 vs ppo_model_50 | score=1.0 | exp=0.51 | 1502->1503 | 1497->1496
ppo_model_250 vs ppo_model_450 | score=0.0 | exp=0.51 | 1503->1502 | 1499->1500
ppo_model_200 vs ppo_model_150 | score=1.0 | exp=0.50 | 1496->1497 | 1496->1495
ppo_model_200 vs ppo_model_100 | score=1.0 | exp=0.50 | 1497->1498 | 1496->1495
ppo_model_200 vs ppo_model_50 | score=1.0 | exp=0.50 | 1498->1499 | 1496->1495
ppo_model_200 vs ppo_model_450 | score=0.0 | exp=0.50 | 1499->1498 | 1500->1501
ppo_model_150 vs ppo_model_100 | score=1.0 | exp=0.50 | 1495->1496 | 1495->1494
ppo_model_150 vs ppo_model_50 | score=1.0 | exp=0.50 | 1496->1497 | 1495->1494
ppo_model_150 vs ppo_model_450 | score=1.0 | exp=0.49 | 1497->1498 | 1501->1500
ppo_model_100 vs ppo_model_50 | score=1.0 | exp=0.50 | 1494->1495 | 1494->1493
ppo_model_100 vs ppo_model_450 | score=0.0 | exp=0.49 | 1495->1494 | 1500->1501
ppo_model_50 vs ppo_model_450 | score=0.0 | exp=0.49 | 1493->1492 | 1501->1502
ppo_model_400 vs ppo_model_350 | score=1.0 | exp=0.50 | 1506->1507 | 1508->1507
ppo_model_400 vs ppo_model_300 | score=0.0 | exp=0.51 | 1507->1506 | 1500->1501
ppo_model_400 vs ppo_model_250 | score=1.0 | exp=0.51 | 1506->1507 | 1502->1501
ppo_model_400 vs ppo_model_200 | score=1.0 | exp=0.51 | 1507->1508 | 1498->1497
ppo_model_400 vs ppo_model_150 | score=1.0 | exp=0.51 | 1508->1509 | 1498->1497
ppo_model_400 vs ppo_model_100 | score=1.0 | exp=0.52 | 1509->1510 | 1494->1493
ppo_model_400 vs ppo_model_50 | score=1.0 | exp=0.53 | 1510->1511 | 1492->1491
ppo_model_400 vs ppo_model_450 | score=1.0 | exp=0.51 | 1511->1512 | 1502->1501
ppo_model_350 vs ppo_model_300 | score=1.0 | exp=0.51 | 1507->1508 | 1501->1500
ppo_model_350 vs ppo_model_250 | score=1.0 | exp=0.51 | 1508->1509 | 1501->1500
ppo_model_350 vs ppo_model_200 | score=1.0 | exp=0.52 | 1509->1510 | 1497->1496
ppo_model_350 vs ppo_model_150 | score=1.0 | exp=0.52 | 1510->1511 | 1497->1496
ppo_model_350 vs ppo_model_100 | score=1.0 | exp=0.53 | 1511->1512 | 1493->1492
ppo_model_350 vs ppo_model_50 | score=1.0 | exp=0.53 | 1512->1513 | 1491->1490
ppo_model_350 vs ppo_model_450 | score=1.0 | exp=0.52 | 1513->1514 | 1501->1500
ppo_model_300 vs ppo_model_250 | score=1.0 | exp=0.50 | 1500->1501 | 1500->1499
ppo_model_300 vs ppo_model_200 | score=1.0 | exp=0.51 | 1501->1502 | 1496->1495
ppo_model_300 vs ppo_model_150 | score=1.0 | exp=0.51 | 1502->1503 | 1496->1495
ppo_model_300 vs ppo_model_100 | score=1.0 | exp=0.52 | 1503->1504 | 1492->1491
ppo_model_300 vs ppo_model_50 | score=1.0 | exp=0.52 | 1504->1505 | 1490->1489
ppo_model_300 vs ppo_model_450 | score=0.0 | exp=0.51 | 1505->1504 | 1500->1501
ppo_model_250 vs ppo_model_200 | score=1.0 | exp=0.51 | 1499->1500 | 1495->1494
ppo_model_250 vs ppo_model_150 | score=1.0 | exp=0.51 | 1500->1501 | 1495->1494
ppo_model_250 vs ppo_model_100 | score=1.0 | exp=0.51 | 1501->1502 | 1491->1490
ppo_model_250 vs ppo_model_50 | score=1.0 | exp=0.52 | 1502->1503 | 1489->1488
ppo_model_250 vs ppo_model_450 | score=1.0 | exp=0.50 | 1503->1504 | 1501->1500
ppo_model_200 vs ppo_model_150 | score=1.0 | exp=0.50 | 1494->1495 | 1494->1493
ppo_model_200 vs ppo_model_100 | score=1.0 | exp=0.51 | 1495->1496 | 1490->1489
ppo_model_200 vs ppo_model_50 | score=0.0 | exp=0.51 | 1496->1495 | 1488->1489
ppo_model_200 vs ppo_model_450 | score=0.0 | exp=0.49 | 1495->1494 | 1500->1501
ppo_model_150 vs ppo_model_100 | score=1.0 | exp=0.51 | 1493->1494 | 1489->1488
ppo_model_150 vs ppo_model_50 | score=1.0 | exp=0.51 | 1494->1495 | 1489->1488
ppo_model_150 vs ppo_model_450 | score=0.0 | exp=0.49 | 1495->1494 | 1501->1502
ppo_model_100 vs ppo_model_50 | score=1.0 | exp=0.50 | 1488->1489 | 1488->1487
ppo_model_100 vs ppo_model_450 | score=0.0 | exp=0.48 | 1489->1488 | 1502->1503
ppo_model_50 vs ppo_model_450 | score=0.0 | exp=0.48 | 1487->1486 | 1503->1504
ppo_model_400 vs ppo_model_350 | score=1.0 | exp=0.50 | 1512->1513 | 1514->1513
ppo_model_400 vs ppo_model_300 | score=1.0 | exp=0.51 | 1513->1514 | 1504->1503
ppo_model_400 vs ppo_model_250 | score=0.0 | exp=0.51 | 1514->1513 | 1504->1505
ppo_model_400 vs ppo_model_200 | score=1.0 | exp=0.53 | 1513->1514 | 1494->1493
ppo_model_400 vs ppo_model_150 | score=1.0 | exp=0.53 | 1514->1515 | 1494->1493
ppo_model_400 vs ppo_model_100 | score=1.0 | exp=0.54 | 1515->1516 | 1488->1487
ppo_model_400 vs ppo_model_50 | score=1.0 | exp=0.54 | 1516->1516 | 1486->1485
ppo_model_400 vs ppo_model_450 | score=1.0 | exp=0.52 | 1516->1517 | 1504->1503
ppo_model_350 vs ppo_model_300 | score=1.0 | exp=0.51 | 1513->1514 | 1503->1502
ppo_model_350 vs ppo_model_250 | score=1.0 | exp=0.51 | 1514->1515 | 1505->1504
ppo_model_350 vs ppo_model_200 | score=1.0 | exp=0.53 | 1515->1516 | 1493->1492
ppo_model_350 vs ppo_model_150 | score=1.0 | exp=0.53 | 1516->1516 | 1493->1492
ppo_model_350 vs ppo_model_100 | score=1.0 | exp=0.54 | 1516->1517 | 1487->1486
ppo_model_350 vs ppo_model_50 | score=1.0 | exp=0.55 | 1517->1518 | 1485->1485
ppo_model_350 vs ppo_model_450 | score=1.0 | exp=0.52 | 1518->1519 | 1503->1502
ppo_model_300 vs ppo_model_250 | score=0.0 | exp=0.50 | 1502->1501 | 1504->1505
ppo_model_300 vs ppo_model_200 | score=1.0 | exp=0.51 | 1501->1502 | 1492->1491
ppo_model_300 vs ppo_model_150 | score=1.0 | exp=0.51 | 1502->1503 | 1492->1491
ppo_model_300 vs ppo_model_100 | score=1.0 | exp=0.52 | 1503->1504 | 1486->1485
ppo_model_300 vs ppo_model_50 | score=1.0 | exp=0.53 | 1504->1505 | 1485->1484
ppo_model_300 vs ppo_model_450 | score=0.0 | exp=0.50 | 1505->1504 | 1502->1503
ppo_model_250 vs ppo_model_200 | score=1.0 | exp=0.52 | 1505->1506 | 1491->1490
ppo_model_250 vs ppo_model_150 | score=1.0 | exp=0.52 | 1506->1507 | 1491->1490
ppo_model_250 vs ppo_model_100 | score=1.0 | exp=0.53 | 1507->1508 | 1485->1485
ppo_model_250 vs ppo_model_50 | score=1.0 | exp=0.53 | 1508->1509 | 1484->1483
ppo_model_250 vs ppo_model_450 | score=0.0 | exp=0.51 | 1509->1508 | 1503->1504
ppo_model_200 vs ppo_model_150 | score=0.0 | exp=0.50 | 1490->1489 | 1490->1491
ppo_model_200 vs ppo_model_100 | score=1.0 | exp=0.51 | 1489->1490 | 1485->1484
ppo_model_200 vs ppo_model_50 | score=0.0 | exp=0.51 | 1490->1489 | 1483->1484
ppo_model_200 vs ppo_model_450 | score=0.0 | exp=0.48 | 1489->1488 | 1504->1505
ppo_model_150 vs ppo_model_100 | score=1.0 | exp=0.51 | 1491->1492 | 1484->1483
ppo_model_150 vs ppo_model_50 | score=1.0 | exp=0.51 | 1492->1493 | 1484->1483
ppo_model_150 vs ppo_model_450 | score=1.0 | exp=0.48 | 1493->1494 | 1505->1504
ppo_model_100 vs ppo_model_50 | score=1.0 | exp=0.50 | 1483->1484 | 1483->1482
ppo_model_100 vs ppo_model_450 | score=1.0 | exp=0.47 | 1484->1485 | 1504->1503
ppo_model_50 vs ppo_model_450 | score=0.0 | exp=0.47 | 1482->1481 | 1503->1504
ppo_model_400 vs ppo_model_350 | score=1.0 | exp=0.50 | 1517->1518 | 1519->1518
ppo_model_400 vs ppo_model_300 | score=1.0 | exp=0.52 | 1518->1519 | 1504->1503
ppo_model_400 vs ppo_model_250 | score=1.0 | exp=0.52 | 1519->1520 | 1508->1507
ppo_model_400 vs ppo_model_200 | score=1.0 | exp=0.55 | 1520->1521 | 1488->1487
ppo_model_400 vs ppo_model_150 | score=1.0 | exp=0.54 | 1521->1522 | 1494->1493
ppo_model_400 vs ppo_model_100 | score=1.0 | exp=0.55 | 1522->1523 | 1485->1484
ppo_model_400 vs ppo_model_50 | score=1.0 | exp=0.56 | 1523->1524 | 1481->1480
ppo_model_400 vs ppo_model_450 | score=0.0 | exp=0.53 | 1524->1523 | 1504->1505
ppo_model_350 vs ppo_model_300 | score=1.0 | exp=0.52 | 1518->1519 | 1503->1502
ppo_model_350 vs ppo_model_250 | score=1.0 | exp=0.52 | 1519->1520 | 1507->1506
